image_id,image_path,true_label,predicted_label,model,serial,seed,epoch,run_key,confidence,entropy,normalized_entropy,classification_margin,energy_T1,prob_CNV,prob_DME,prob_DRUSEN,prob_NORMAL,high_confidence_error_90,high_confidence_error_95,high_confidence_error_99
DRUSEN/DRUSEN-2403178-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-2403178-2.jpeg,DRUSEN,CNV,vit_b16,12,42,48,vit_b16_S12_seed42,0.94568807,0.21152484,0.15258293,0.8914368,-5.7282777,0.9456880688667297,1.2616810636245646e-05,0.05425124242901802,4.80524540762417e-05,True,False,False
DRUSEN/DRUSEN-2510299-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-2510299-1.jpeg,DRUSEN,CNV,cbam_resnet,18,3407,40,cbam_resnet_S18_seed3407,0.92678183,0.2632589,0.18990116,0.853742,-3.5623274,0.9267818331718445,9.253535972675309e-05,0.07303982228040695,8.571435319026932e-05,True,False,False
DRUSEN/DRUSEN-2510299-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-2510299-1.jpeg,DRUSEN,CNV,se_resnet,5,84,42,se_resnet_S5_seed84,0.92046237,0.2780485,0.20056958,0.8409707,-4.2247705,0.9204623699188232,3.774472133954987e-05,0.07949165999889374,8.18221360532334e-06,True,False,False
DRUSEN/DRUSEN-3439251-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-3439251-1.jpeg,DRUSEN,CNV,se_resnet,11,3407,42,se_resnet_S11_seed3407,0.9389809,0.22981271,0.16577482,0.8779663,-4.865453,0.9389808773994446,1.1936223245356814e-06,0.061014603823423386,3.33222487824969e-06,True,False,False
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,cbam_resnet,8,84,33,cbam_resnet_S8_seed84,0.9982836,0.012937937,0.009332749,0.99663115,-4.829763,0.9982836246490479,5.759950363426469e-05,0.0016524795209988952,6.335084890451981e-06,True,True,True
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,vit_b16,14,84,48,vit_b16_S14_seed84,0.9970392,0.020244645,0.014603425,0.9940847,-7.7882104,0.9970391988754272,3.614327852119459e-06,0.0029544911812990904,2.7081916869065026e-06,True,True,True
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,se_resnet,2,42,47,se_resnet_S2_seed42,0.9943891,0.034737743,0.025057985,0.98878646,-6.1085277,0.9943891167640686,1.6332654340089903e-08,0.005602644756436348,8.134791642078198e-06,True,True,True
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,se_resnet,11,3407,42,se_resnet_S11_seed3407,0.99188143,0.047255464,0.034087613,0.98377466,-5.4036045,0.9918814301490784,1.1687234291457571e-05,0.008106748573482037,1.7629902515636786e-07,True,True,True
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,cbam_resnet,7,42,49,cbam_resnet_S7_seed42,0.9907714,0.05258836,0.037934482,0.98156375,-4.9298716,0.9907714128494263,1.2311483260418754e-05,0.009207676164805889,8.600548426329624e-06,True,True,True
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,resnet_baseline,3,84,50,resnet_baseline_S3_seed84,0.9854974,0.075894475,0.054746293,0.9710069,-4.9475126,0.9854974150657654,1.0593502111078124e-06,0.014490514993667603,1.1074491339968517e-05,True,True,False
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,resnet_baseline,17,3407,42,resnet_baseline_S17_seed3407,0.98118526,0.09345435,0.06741307,0.96237725,-4.55884,0.981185257434845,4.339835868449882e-06,0.018807992339134216,2.4024793674470857e-06,True,True,False
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,vit_b16,16,3407,39,vit_b16_S16_seed3407,0.96541715,0.1522017,0.10979032,0.9311557,-5.7574086,0.9654171466827393,0.00030988239450380206,0.034261446446180344,1.1538510989339557e-05,True,True,False
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,cbam_resnet,9,126,45,cbam_resnet_S9_seed126,0.9612756,0.16420045,0.11844559,0.9225899,-3.9998667,0.961275577545166,1.2860875358455814e-05,0.038685668259859085,2.594786747067701e-05,True,True,False
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,resnet_baseline,10,126,39,resnet_baseline_S10_seed126,0.939479,0.22840601,0.16476011,0.8789586,-5.5390162,0.9394789934158325,4.1948507600864104e-07,0.060520388185977936,1.4496740163849609e-07,True,False,False
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,cbam_resnet,18,3407,40,cbam_resnet_S18_seed3407,0.9371562,0.23481306,0.16938183,0.8743213,-4.66361,0.9371562004089355,7.655145964235999e-06,0.06283491104841232,1.2436571523721796e-06,True,False,False
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,se_resnet,5,84,42,se_resnet_S5_seed84,0.9304348,0.25288895,0.18242082,0.8609134,-4.2271357,0.9304348230361938,4.101534796063788e-05,0.06952141225337982,2.7143212264491012e-06,True,False,False
DRUSEN/DRUSEN-349021-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-349021-2.jpeg,DRUSEN,CNV,se_resnet,6,126,48,se_resnet_S6_seed126,0.927124,0.26105937,0.18831453,0.85425216,-5.4902744,0.9271240234375,3.935794211429311e-06,0.0728718712925911,9.699679992536403e-08,True,False,False
DRUSEN/DRUSEN-4343867-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-4343867-1.jpeg,DRUSEN,CNV,se_resnet,5,84,42,se_resnet_S5_seed84,0.97085685,0.13204537,0.0952506,0.94175106,-4.626126,0.9708568453788757,3.532282426021993e-05,0.02910578064620495,2.0705920178443193e-06,True,True,False
DRUSEN/DRUSEN-4343867-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-4343867-1.jpeg,DRUSEN,CNV,se_resnet,6,126,48,se_resnet_S6_seed126,0.9548901,0.18387705,0.13263926,0.9097818,-5.7566166,0.9548900723457336,1.4482558299278026e-06,0.04510827362537384,2.7956633630310534e-07,True,True,False
DRUSEN/DRUSEN-4343867-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-4343867-1.jpeg,DRUSEN,CNV,cbam_resnet,7,42,49,cbam_resnet_S7_seed42,0.9539566,0.1867583,0.13471763,0.90791905,-4.9235573,0.9539566040039062,1.953726950887358e-06,0.04603758081793785,3.894155724992743e-06,True,True,False
DRUSEN/DRUSEN-4343867-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-4343867-1.jpeg,DRUSEN,CNV,cbam_resnet,18,3407,40,cbam_resnet_S18_seed3407,0.94076294,0.22490224,0.16223267,0.88152945,-5.1025,0.9407629370689392,3.34687592840055e-06,0.059233516454696655,2.2379215636192384e-07,True,False,False
DRUSEN/DRUSEN-5477211-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-5477211-1.jpeg,DRUSEN,CNV,cbam_resnet,7,42,49,cbam_resnet_S7_seed42,0.95116115,0.19546612,0.140999,0.9023665,-4.126927,0.9511611461639404,2.308882358192932e-05,0.04879463091492653,2.1072815798106603e-05,True,True,False
DRUSEN/DRUSEN-6193297-5.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-6193297-5.jpeg,DRUSEN,CNV,se_resnet,11,3407,42,se_resnet_S11_seed3407,0.94300973,0.22236596,0.16040313,0.8866355,-3.237975,0.9430097341537476,0.0004492853186093271,0.056374236941337585,0.00016675064398441464,True,False,False
DRUSEN/DRUSEN-7513011-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-7513011-1.jpeg,DRUSEN,CNV,vit_b16,14,84,48,vit_b16_S14_seed84,0.9346903,0.24264057,0.17502818,0.8695592,-5.51031,0.9346902966499329,0.00015248861745931208,0.0651310607790947,2.6100095055880956e-05,True,False,False
DRUSEN/DRUSEN-7710023-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-7710023-2.jpeg,DRUSEN,CNV,cbam_resnet,18,3407,40,cbam_resnet_S18_seed3407,0.9493933,0.2004362,0.14458416,0.89880145,-4.675235,0.9493932723999023,1.4538810319209006e-05,0.050591833889484406,4.041143029098748e-07,True,False,False
DRUSEN/DRUSEN-7915033-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-7915033-1.jpeg,DRUSEN,CNV,cbam_resnet,18,3407,40,cbam_resnet_S18_seed3407,0.9420832,0.22143438,0.15973115,0.88419175,-4.2845078,0.9420831799507141,1.9014971258002333e-05,0.05789140611886978,6.532290626637405e-06,True,False,False
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,vit_b16,15,126,50,vit_b16_S15_seed126,0.99744296,0.019705035,0.014214178,0.99590504,-5.738689,0.9974429607391357,0.001537903561256826,0.0009791954653337598,4.000624539912678e-05,True,True,True
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,vit_b16,12,42,48,vit_b16_S12_seed42,0.9915126,0.050937273,0.036743477,0.98351496,-5.47469,0.9915125966072083,0.0004510405124165118,0.00799765158444643,3.8753903936594725e-05,True,True,True
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,resnet_baseline,3,84,50,resnet_baseline_S3_seed84,0.98869216,0.06225519,0.044907626,0.97743136,-4.350528,0.9886921644210815,3.8502621464431286e-05,0.011260796338319778,8.515888112015091e-06,True,True,False
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,cbam_resnet,7,42,49,cbam_resnet_S7_seed42,0.9851638,0.07874754,0.056804344,0.97062635,-3.9977396,0.9851638078689575,0.00027271348517388105,0.014537432231009007,2.6103443815372884e-05,True,True,False
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,resnet_baseline,17,3407,42,resnet_baseline_S17_seed3407,0.98495054,0.07823311,0.056433257,0.96991855,-4.4716043,0.9849505424499512,1.463498301745858e-05,0.015032012946903706,2.865820988517953e-06,True,True,False
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,se_resnet,2,42,47,se_resnet_S2_seed42,0.98126125,0.09889538,0.07133794,0.9640545,-3.421501,0.9812612533569336,0.0013770286459475756,0.01720675453543663,0.00015504802286159247,True,True,False
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,se_resnet,6,126,48,se_resnet_S6_seed126,0.9648815,0.1523946,0.109929465,0.92979616,-4.3476977,0.9648814797401428,1.3849859897163697e-05,0.035085298120975494,1.9382432583370246e-05,True,True,False
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,cbam_resnet,9,126,45,cbam_resnet_S9_seed126,0.9613211,0.16636828,0.12000934,0.9230693,-3.3728411,0.9613211154937744,0.00020862490055151284,0.03825182467699051,0.00021852942882105708,True,True,False
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,se_resnet,11,3407,42,se_resnet_S11_seed3407,0.9604114,0.16717796,0.120593406,0.92089254,-4.077521,0.9604114294052124,5.720119224861264e-05,0.03951890021562576,1.2405156667227857e-05,True,True,False
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,resnet_baseline,10,126,39,resnet_baseline_S10_seed126,0.9538601,0.18706281,0.1349373,0.9077276,-4.5954905,0.9538601040840149,6.595746526727453e-06,0.046132512390613556,7.735126814623072e-07,True,True,False
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,se_resnet,5,84,42,se_resnet_S5_seed84,0.9077901,0.31644884,0.22826958,0.8173307,-2.8133667,0.9077901244163513,0.0017195912078022957,0.0904594287276268,3.082917464780621e-05,True,False,False
DRUSEN/DRUSEN-8870525-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-2.jpeg,DRUSEN,CNV,cbam_resnet,8,84,33,cbam_resnet_S8_seed84,0.9077739,0.31339273,0.22606507,0.8165415,-2.789509,0.9077739119529724,0.0009267177083529532,0.09123240411281586,6.685657717753202e-05,True,False,False
DRUSEN/DRUSEN-8870525-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-3.jpeg,DRUSEN,CNV,se_resnet,6,126,48,se_resnet_S6_seed126,0.9967686,0.021773847,0.015706511,0.9935391,-6.5922747,0.996768593788147,1.8716572185439873e-06,0.0032295051496475935,2.232302698246258e-08,True,True,True
DRUSEN/DRUSEN-8870525-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-3.jpeg,DRUSEN,CNV,cbam_resnet,9,126,45,cbam_resnet_S9_seed126,0.9920655,0.047152434,0.03401329,0.9842898,-4.231995,0.9920654892921448,4.623019049176946e-05,0.007775642443448305,0.00011258460290264338,True,True,True
DRUSEN/DRUSEN-8870525-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-3.jpeg,DRUSEN,CNV,resnet_baseline,1,42,46,resnet_baseline_S1_seed42,0.99197245,0.04675167,0.0337242,0.9839475,-5.5992928,0.9919724464416504,2.4724579361645738e-06,0.008024951443076134,1.60364535872759e-07,True,True,True
DRUSEN/DRUSEN-8870525-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-3.jpeg,DRUSEN,CNV,cbam_resnet,8,84,33,cbam_resnet_S8_seed84,0.99046564,0.05920713,0.042708915,0.98299617,-3.4613626,0.9904656410217285,0.0019734734669327736,0.007469499483704567,9.140141628449783e-05,True,True,True
DRUSEN/DRUSEN-8870525-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-3.jpeg,DRUSEN,CNV,cbam_resnet,18,3407,40,cbam_resnet_S18_seed3407,0.9759281,0.11365803,0.08198694,0.95187616,-4.698056,0.9759281277656555,1.713365054456517e-05,0.024051988497376442,2.776177552732406e-06,True,True,False
DRUSEN/DRUSEN-8870525-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-3.jpeg,DRUSEN,CNV,se_resnet,2,42,47,se_resnet_S2_seed42,0.9711822,0.13088125,0.09441087,0.94239694,-4.443962,0.9711822271347046,9.384976692672353e-06,0.028785264119505882,2.3151169443735853e-05,True,True,False
DRUSEN/DRUSEN-8870525-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-3.jpeg,DRUSEN,CNV,resnet_baseline,3,84,50,resnet_baseline_S3_seed84,0.96707034,0.14485392,0.10449001,0.9341477,-4.7661867,0.9670703411102295,5.334715297067305e-06,0.03292259946465492,1.7563578467161278e-06,True,True,False
DRUSEN/DRUSEN-8870525-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-3.jpeg,DRUSEN,CNV,resnet_baseline,10,126,39,resnet_baseline_S10_seed126,0.9533677,0.18856788,0.13602297,0.90674424,-4.679537,0.9533677101135254,4.6352488425327465e-06,0.04662346467375755,4.194777375232661e-06,True,True,False
DRUSEN/DRUSEN-8870525-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-3.jpeg,DRUSEN,CNV,cbam_resnet,7,42,49,cbam_resnet_S7_seed42,0.95167255,0.19824588,0.14300418,0.904272,-3.5383594,0.9516725540161133,0.0009053601534105837,0.04740055277943611,2.1534733605221845e-05,True,True,False
DRUSEN/DRUSEN-8870525-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-3.jpeg,DRUSEN,CNV,vit_b16,12,42,48,vit_b16_S12_seed42,0.92926306,0.25597143,0.18464436,0.8585739,-5.593343,0.9292630553245544,2.4865577870514244e-05,0.0706891417503357,2.2991614969214424e-05,True,False,False
DRUSEN/DRUSEN-8870525-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-8870525-3.jpeg,DRUSEN,CNV,resnet_baseline,17,3407,42,resnet_baseline_S17_seed3407,0.909366,0.30422443,0.21945153,0.81875485,-3.7445004,0.9093660116195679,1.913175219669938e-05,0.09061115980148315,3.7076640637678793e-06,True,False,False
DRUSEN/DRUSEN-9059831-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-9059831-2.jpeg,DRUSEN,CNV,resnet_baseline,17,3407,42,resnet_baseline_S17_seed3407,0.96513456,0.15143444,0.10923685,0.9302878,-4.3090787,0.9651345610618591,1.5747695215395652e-05,0.03484680503606796,2.8405750072124647e-06,True,True,False
DRUSEN/DRUSEN-9059831-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-9059831-2.jpeg,DRUSEN,CNV,se_resnet,2,42,47,se_resnet_S2_seed42,0.9646663,0.15324844,0.11054538,0.9293855,-4.3400474,0.9646663069725037,1.6274614608846605e-05,0.03528080880641937,3.65379273716826e-05,True,True,False
DRUSEN/DRUSEN-9059831-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\DRUSEN\DRUSEN-9059831-2.jpeg,DRUSEN,CNV,cbam_resnet,9,126,45,cbam_resnet_S9_seed126,0.9522268,0.19296055,0.13919161,0.9045941,-3.6263044,0.9522268176078796,7.875046867411584e-05,0.04763270914554596,6.166752427816391e-05,True,True,False
