image_id,model,serial,seed,mahalanobis_distance,cosine_CNV,cosine_DME,cosine_DRUSEN,mahalanobis_percentile
NORMAL/NORMAL-12494-4.jpeg,resnet_baseline,1,42,3.8300705,-0.5228152,-0.22929272,-0.5702369,50.62240663900415
NORMAL/NORMAL-12494-5.jpeg,resnet_baseline,1,42,3.808262,-0.5206062,-0.69868356,-0.31347787,48.96265560165975
NORMAL/NORMAL-133321-1.jpeg,resnet_baseline,1,42,5.0849752,-0.33211863,-0.5157608,-0.5451278,92.5311203319502
NORMAL/NORMAL-138971-1.jpeg,resnet_baseline,1,42,3.2047594,-0.49832046,-0.35105544,0.059785336,13.278008298755188
NORMAL/NORMAL-15208-1.jpeg,resnet_baseline,1,42,3.908575,0.3677236,-0.14001638,0.013726536,56.43153526970954
NORMAL/NORMAL-15307-1.jpeg,resnet_baseline,1,42,4.0714607,0.47919577,0.35487056,0.5157567,66.39004149377593
NORMAL/NORMAL-153950-1.jpeg,resnet_baseline,1,42,3.4757302,-0.5826003,-0.6584312,-0.40223822,27.800829875518673
NORMAL/NORMAL-1746717-1.jpeg,resnet_baseline,1,42,4.398779,-0.49654138,-0.4118253,-0.5872291,79.66804979253112
NORMAL/NORMAL-1759350-1.jpeg,resnet_baseline,1,42,3.243937,-0.6705295,-0.5359659,-0.29383713,14.937759336099585
NORMAL/NORMAL-1781140-1.jpeg,resnet_baseline,1,42,4.18834,0.07796538,-0.3268428,0.15113214,71.78423236514523
NORMAL/NORMAL-1791409-1.jpeg,resnet_baseline,1,42,3.4820743,-0.25472075,0.25006562,0.041490477,28.63070539419087
NORMAL/NORMAL-1831654-1.jpeg,resnet_baseline,1,42,3.2920399,-0.5871987,-0.4104337,-0.60122067,19.502074688796682
NORMAL/NORMAL-1853526-1.jpeg,resnet_baseline,1,42,3.6420455,-0.35119504,-0.56624746,0.12747799,39.83402489626556
NORMAL/NORMAL-1860310-1.jpeg,resnet_baseline,1,42,5.0857835,-0.1648585,-0.065469,-0.47403708,92.9460580912863
NORMAL/NORMAL-1897894-1.jpeg,resnet_baseline,1,42,3.818088,-0.5858446,-0.26682705,-0.5513841,50.20746887966805
NORMAL/NORMAL-1907560-1.jpeg,resnet_baseline,1,42,3.1473954,0.29302683,-0.01270768,0.6179913,10.78838174273859
NORMAL/NORMAL-1908313-1.jpeg,resnet_baseline,1,42,7.0883975,0.07853513,-0.27264968,0.5460198,100.0
NORMAL/NORMAL-1951042-1.jpeg,resnet_baseline,1,42,3.6528127,-0.5578629,-0.29361984,-0.5734966,40.66390041493776
NORMAL/NORMAL-1957379-1.jpeg,resnet_baseline,1,42,3.8788526,-0.69801176,-0.71451557,-0.32864642,54.356846473029044
NORMAL/NORMAL-197082-1.jpeg,resnet_baseline,1,42,3.860372,0.4198683,0.57776093,0.39169052,53.941908713692946
NORMAL/NORMAL-1983894-1.jpeg,resnet_baseline,1,42,3.515523,-0.30292267,-0.5893328,-0.48986134,30.70539419087137
NORMAL/NORMAL-1988065-1.jpeg,resnet_baseline,1,42,3.5335615,-0.5468391,-0.6510501,-0.49133193,32.365145228215766
NORMAL/NORMAL-1989796-1.jpeg,resnet_baseline,1,42,4.105112,0.405735,-0.15521987,0.492491,68.04979253112033
NORMAL/NORMAL-1998191-1.jpeg,resnet_baseline,1,42,4.513745,-0.4921053,-0.66654176,-0.35336956,82.15767634854771
NORMAL/NORMAL-2010714-1.jpeg,resnet_baseline,1,42,3.638088,-0.29951006,-0.023436137,-0.6021812,39.41908713692946
NORMAL/NORMAL-2011412-1.jpeg,resnet_baseline,1,42,2.699608,-0.080827475,-0.5185994,-0.040948406,4.979253112033195
NORMAL/NORMAL-2019006-1.jpeg,resnet_baseline,1,42,2.6177795,0.091451235,0.453178,-0.065336645,3.7344398340248963
NORMAL/NORMAL-2019423-1.jpeg,resnet_baseline,1,42,2.7086456,-0.2769117,-0.52023137,0.25559786,5.809128630705394
NORMAL/NORMAL-2055634-1.jpeg,resnet_baseline,1,42,4.720216,-0.17280445,-0.40473855,-0.004047055,85.89211618257261
NORMAL/NORMAL-2059629-1.jpeg,resnet_baseline,1,42,3.4253132,-0.36872154,-0.07186859,-0.5971942,24.481327800829874
NORMAL/NORMAL-2075832-1.jpeg,resnet_baseline,1,42,3.3969195,-0.4940671,0.10588771,-0.33232486,23.236514522821576
NORMAL/NORMAL-2082689-1.jpeg,resnet_baseline,1,42,4.792066,0.40242437,0.23312026,0.5443939,87.96680497925311
NORMAL/NORMAL-2095710-1.jpeg,resnet_baseline,1,42,4.568984,-0.5033101,-0.60126287,-0.5378542,82.98755186721992
NORMAL/NORMAL-2113822-1.jpeg,resnet_baseline,1,42,3.2044108,-0.036154337,0.41639125,-0.1583393,12.863070539419086
NORMAL/NORMAL-2120559-1.jpeg,resnet_baseline,1,42,4.049338,-0.4415959,-0.70313156,-0.1691366,65.14522821576763
NORMAL/NORMAL-2120559-2.jpeg,resnet_baseline,1,42,4.3098392,-0.71963894,-0.63077575,-0.4988796,77.59336099585063
NORMAL/NORMAL-2120559-3.jpeg,resnet_baseline,1,42,3.2750509,-0.5266791,-0.5797472,-0.49094123,17.012448132780083
NORMAL/NORMAL-2126186-1.jpeg,resnet_baseline,1,42,3.7845018,-0.6471299,-0.4253242,-0.5670377,47.71784232365145
NORMAL/NORMAL-2131138-1.jpeg,resnet_baseline,1,42,4.0214715,-0.51975036,-0.5771891,-0.4861147,63.48547717842323
NORMAL/NORMAL-2158556-1.jpeg,resnet_baseline,1,42,3.7211316,-0.49701923,-0.7338109,-0.21448123,46.058091286307054
NORMAL/NORMAL-2167295-1.jpeg,resnet_baseline,1,42,5.1548867,-0.47152853,-0.5276946,-0.23567717,94.1908713692946
NORMAL/NORMAL-2181272-1.jpeg,resnet_baseline,1,42,3.29177,-0.5462705,-0.6448499,-0.41863805,19.08713692946058
NORMAL/NORMAL-2192790-1.jpeg,resnet_baseline,1,42,4.5864115,-0.67992175,-0.6051495,-0.5234445,84.64730290456431
NORMAL/NORMAL-2197972-1.jpeg,resnet_baseline,1,42,5.390072,-0.14522809,-0.14054942,-0.4450537,95.850622406639
NORMAL/NORMAL-2226488-1.jpeg,resnet_baseline,1,42,3.982009,-0.6533148,-0.36267087,-0.36825383,62.24066390041494
NORMAL/NORMAL-2231056-1.jpeg,resnet_baseline,1,42,3.797048,-0.56399643,-0.612115,-0.51813394,48.54771784232365
NORMAL/NORMAL-223814-1.jpeg,resnet_baseline,1,42,4.570555,-0.25452453,-0.66747355,-0.008312544,83.40248962655602
NORMAL/NORMAL-2244950-1.jpeg,resnet_baseline,1,42,4.020176,-0.3376698,-0.67150277,-0.15980366,63.07053941908713
NORMAL/NORMAL-2287992-1.jpeg,resnet_baseline,1,42,3.281311,-0.60319775,-0.63990605,-0.3786335,17.842323651452283
NORMAL/NORMAL-2305502-1.jpeg,resnet_baseline,1,42,3.9291444,0.06711326,-0.27284992,0.36305565,58.50622406639005
NORMAL/NORMAL-2312921-1.jpeg,resnet_baseline,1,42,3.329787,0.2878604,0.066118285,0.49722207,21.16182572614108
NORMAL/NORMAL-2316423-1.jpeg,resnet_baseline,1,42,4.731021,-0.28947785,-0.6146269,-0.063182145,86.72199170124482
NORMAL/NORMAL-2335256-1.jpeg,resnet_baseline,1,42,3.5654113,-0.43742645,-0.1493307,-0.61093044,35.26970954356847
NORMAL/NORMAL-2342517-1.jpeg,resnet_baseline,1,42,3.7184243,-0.36310303,-0.65313876,-0.16488212,45.643153526970956
NORMAL/NORMAL-2350851-1.jpeg,resnet_baseline,1,42,4.6581755,-0.5497134,-0.54596806,-0.57953906,85.47717842323651
NORMAL/NORMAL-2351012-1.jpeg,resnet_baseline,1,42,2.6826644,-0.34089518,0.22654076,-0.2519456,4.564315352697095
NORMAL/NORMAL-2362579-1.jpeg,resnet_baseline,1,42,3.8892825,-0.4543423,-0.7563318,-0.24504398,55.601659751037346
NORMAL/NORMAL-2366700-1.jpeg,resnet_baseline,1,42,3.7394917,-0.66347516,-0.42174864,-0.5098872,47.30290456431535
NORMAL/NORMAL-2373878-1.jpeg,resnet_baseline,1,42,3.960295,-0.53213865,-0.6851542,-0.19780701,60.58091286307054
NORMAL/NORMAL-2377429-1.jpeg,resnet_baseline,1,42,4.914485,-0.29175264,0.2528225,-0.37802398,89.62655601659752
NORMAL/NORMAL-2392366-1.jpeg,resnet_baseline,1,42,3.9729767,-0.5238857,-0.48576143,-0.53356206,61.41078838174274
NORMAL/NORMAL-2397754-1.jpeg,resnet_baseline,1,42,2.5567112,-0.55196214,-0.66929746,-0.5093059,2.4896265560165975
NORMAL/NORMAL-2403175-1.jpeg,resnet_baseline,1,42,3.5442278,0.28869545,-0.10304589,0.60859466,33.60995850622407
NORMAL/NORMAL-2416187-1.jpeg,resnet_baseline,1,42,3.2979069,-0.7306111,-0.21045968,-0.24203004,20.33195020746888
NORMAL/NORMAL-2421067-1.jpeg,resnet_baseline,1,42,4.423886,-0.5760343,-0.6631177,-0.23967549,80.49792531120332
NORMAL/NORMAL-2424949-1.jpeg,resnet_baseline,1,42,3.79411,-0.51469254,-0.69318694,-0.23528203,48.13278008298755
NORMAL/NORMAL-2434258-1.jpeg,resnet_baseline,1,42,3.5202744,0.0063069826,-0.5135688,-0.011649691,31.535269709543567
NORMAL/NORMAL-2436365-1.jpeg,resnet_baseline,1,42,3.83374,-0.6187501,-0.62538224,-0.36568248,51.037344398340245
NORMAL/NORMAL-2448954-1.jpeg,resnet_baseline,1,42,4.317255,0.29968995,0.14452294,-0.19302991,78.42323651452283
NORMAL/NORMAL-2459401-1.jpeg,resnet_baseline,1,42,3.972711,-0.3698672,-0.69060314,-0.11220673,60.99585062240664
NORMAL/NORMAL-2460548-1.jpeg,resnet_baseline,1,42,4.131624,-0.25789124,-0.50149304,-0.50313425,69.70954356846472
NORMAL/NORMAL-2476896-1.jpeg,resnet_baseline,1,42,4.7224994,-0.53227586,-0.6914129,-0.11068453,86.30705394190872
NORMAL/NORMAL-2493975-1.jpeg,resnet_baseline,1,42,2.3142679,-0.51171565,-0.65032935,-0.5412729,1.2448132780082988
NORMAL/NORMAL-2504667-1.jpeg,resnet_baseline,1,42,4.857325,-0.62300843,-0.44887787,-0.5406951,88.79668049792531
NORMAL/NORMAL-2509453-1.jpeg,resnet_baseline,1,42,4.7809463,-0.44504648,-0.4949172,-0.5007701,87.55186721991701
NORMAL/NORMAL-2517546-1.jpeg,resnet_baseline,1,42,6.0594773,-0.3865294,-0.14246044,-0.6019411,99.5850622406639
NORMAL/NORMAL-2549549-1.jpeg,resnet_baseline,1,42,3.3833475,-0.45398703,-0.73956364,-0.28506058,22.821576763485478
NORMAL/NORMAL-2551333-1.jpeg,resnet_baseline,1,42,3.2222059,-0.68739724,-0.51326853,-0.4992341,14.107883817427386
NORMAL/NORMAL-2569106-1.jpeg,resnet_baseline,1,42,2.702046,-0.4742177,-0.49920362,-0.51678264,5.394190871369295
NORMAL/NORMAL-2570020-1.jpeg,resnet_baseline,1,42,3.5583007,-0.4563,-0.5687854,-0.520887,34.85477178423236
NORMAL/NORMAL-2579419-1.jpeg,resnet_baseline,1,42,5.0005236,-0.3790804,-0.6667477,-0.0676068,91.70124481327801
NORMAL/NORMAL-2598368-1.jpeg,resnet_baseline,1,42,3.9106436,-0.35393792,-0.6014264,0.05300101,56.84647302904564
NORMAL/NORMAL-2602596-1.jpeg,resnet_baseline,1,42,3.1706786,-0.55241835,-0.064189404,-0.49273995,11.618257261410788
NORMAL/NORMAL-2627129-1.jpeg,resnet_baseline,1,42,4.1226954,-0.64725125,-0.54398274,-0.52784693,68.87966804979253
NORMAL/NORMAL-2633503-1.jpeg,resnet_baseline,1,42,3.2773838,-0.17406973,-0.056071997,0.21749558,17.42738589211618
NORMAL/NORMAL-2636641-1.jpeg,resnet_baseline,1,42,3.8586435,-0.34535384,-0.6752174,-0.2417353,53.52697095435685
NORMAL/NORMAL-2665491-1.jpeg,resnet_baseline,1,42,2.8111503,0.045922026,-0.33186924,-0.48671624,6.639004149377594
NORMAL/NORMAL-269181-1.jpeg,resnet_baseline,1,42,4.024267,-0.04468564,-0.23850179,-0.5252416,63.90041493775933
NORMAL/NORMAL-2705520-1.jpeg,resnet_baseline,1,42,4.904197,-0.13949725,-0.5114552,-0.27796283,89.21161825726142
NORMAL/NORMAL-2709055-1.jpeg,resnet_baseline,1,42,4.2686944,-0.6197681,-0.6781033,-0.24232057,76.34854771784232
NORMAL/NORMAL-2733663-1.jpeg,resnet_baseline,1,42,4.335038,-0.5421757,-0.32149106,-0.105558194,78.83817427385893
NORMAL/NORMAL-2739821-1.jpeg,resnet_baseline,1,42,4.117452,-0.49491578,-0.5725764,-0.5528048,68.46473029045643
NORMAL/NORMAL-2769622-1.jpeg,resnet_baseline,1,42,3.9276223,-0.50354636,-0.49871147,-0.56583905,58.09128630705395
NORMAL/NORMAL-2769622-2.jpeg,resnet_baseline,1,42,3.5559082,-0.07519946,0.18437393,0.46436644,34.024896265560166
NORMAL/NORMAL-279206-1.jpeg,resnet_baseline,1,42,3.2747676,-0.4989366,-0.32151774,-0.5658777,16.59751037344398
NORMAL/NORMAL-283376-1.jpeg,resnet_baseline,1,42,3.614592,-0.614396,-0.317571,-0.5318233,38.589211618257266
NORMAL/NORMAL-285896-1.jpeg,resnet_baseline,1,42,3.5337484,-0.56623936,0.005759943,-0.38746428,32.780082987551864
NORMAL/NORMAL-2973935-1.jpeg,resnet_baseline,1,42,4.576976,-0.49860775,-0.2561647,-0.57562506,83.81742738589212
NORMAL/NORMAL-3059523-1.jpeg,resnet_baseline,1,42,3.3820417,-0.67269826,-0.39543936,-0.49130586,22.40663900414938
NORMAL/NORMAL-307151-1.jpeg,resnet_baseline,1,42,3.428559,-0.5773519,-0.42672092,-0.5707367,25.311203319502074
NORMAL/NORMAL-307151-2.jpeg,resnet_baseline,1,42,3.4257038,-0.5043575,-0.7216241,-0.21050866,24.896265560165975
NORMAL/NORMAL-3077276-1.jpeg,resnet_baseline,1,42,4.040822,-0.5698724,-0.5315657,-0.3348997,64.73029045643153
NORMAL/NORMAL-3100637-1.jpeg,resnet_baseline,1,42,3.2558699,0.013928292,-0.42763373,0.28588867,15.767634854771783
NORMAL/NORMAL-3103940-1.jpeg,resnet_baseline,1,42,3.1706262,-0.7055514,-0.20047393,-0.19790484,11.20331950207469
NORMAL/NORMAL-3108564-1.jpeg,resnet_baseline,1,42,3.7384856,-0.48629317,-0.6329988,-0.472543,46.88796680497925
NORMAL/NORMAL-3134896-1.jpeg,resnet_baseline,1,42,2.6365066,0.04694765,-0.4107713,0.22772044,4.149377593360995
NORMAL/NORMAL-3166591-1.jpeg,resnet_baseline,1,42,4.244778,-0.5429179,-0.6757271,-0.30788255,74.68879668049793
NORMAL/NORMAL-3220509-1.jpeg,resnet_baseline,1,42,3.4225945,-0.64721614,-0.59980243,-0.3930496,24.066390041493776
NORMAL/NORMAL-3244919-1.jpeg,resnet_baseline,1,42,3.8828933,-0.53678995,-0.6990869,-0.35669577,54.77178423236515
NORMAL/NORMAL-3256489-1.jpeg,resnet_baseline,1,42,3.5120592,-0.60779595,-0.56931907,-0.51383126,30.29045643153527
NORMAL/NORMAL-3277704-1.jpeg,resnet_baseline,1,42,3.8566158,-0.7110783,-0.4977165,-0.25612187,53.11203319502075
NORMAL/NORMAL-3300015-1.jpeg,resnet_baseline,1,42,3.6922956,-0.60090876,-0.6639359,-0.16426189,43.56846473029046
NORMAL/NORMAL-3307598-1.jpeg,resnet_baseline,1,42,3.5973313,-0.72875965,-0.22552817,-0.4722528,37.344398340248965
NORMAL/NORMAL-3307598-2.jpeg,resnet_baseline,1,42,3.7050958,-0.5873031,-0.6302171,-0.43346703,44.398340248962654
NORMAL/NORMAL-3308307-1.jpeg,resnet_baseline,1,42,4.4496994,-0.6309627,-0.5200674,-0.5336061,80.91286307053942
NORMAL/NORMAL-330905-1.jpeg,resnet_baseline,1,42,4.201658,-0.2641527,-0.6482874,-0.03291609,72.61410788381743
NORMAL/NORMAL-3320960-1.jpeg,resnet_baseline,1,42,3.650332,-0.13337646,-0.14704561,0.4910521,40.24896265560166
NORMAL/NORMAL-3326661-1.jpeg,resnet_baseline,1,42,3.4953406,-0.6228776,-0.5839963,-0.28670672,29.460580912863072
NORMAL/NORMAL-3330006-1.jpeg,resnet_baseline,1,42,5.443162,-0.25923127,-0.35434246,0.1859861,96.6804979253112
NORMAL/NORMAL-3332063-1.jpeg,resnet_baseline,1,42,4.2499514,-0.5844615,-0.3191549,-0.52406865,75.93360995850622
NORMAL/NORMAL-33350-1.jpeg,resnet_baseline,1,42,3.0594528,0.40163398,0.520725,0.47308534,9.95850622406639
NORMAL/NORMAL-33350-2.jpeg,resnet_baseline,1,42,2.8346405,0.07476896,0.09793626,0.45995924,7.053941908713693
NORMAL/NORMAL-33350-3.jpeg,resnet_baseline,1,42,3.47115,0.13094336,0.45374364,-0.39598036,26.970954356846473
NORMAL/NORMAL-3340309-1.jpeg,resnet_baseline,1,42,3.8169518,-0.4273162,-0.5931839,-0.5828361,49.79253112033195
NORMAL/NORMAL-3346049-1.jpeg,resnet_baseline,1,42,2.8902376,-0.33508128,-0.7030324,-0.20205137,7.883817427385892
NORMAL/NORMAL-3347645-1.jpeg,resnet_baseline,1,42,3.5179327,0.6232246,0.20936918,0.25773475,31.12033195020747
NORMAL/NORMAL-3354044-1.jpeg,resnet_baseline,1,42,3.708171,-0.20386462,-0.5429559,0.13586336,44.81327800829876
NORMAL/NORMAL-3361560-1.jpeg,resnet_baseline,1,42,2.805872,-0.41509974,-0.6128713,0.091914445,6.224066390041494
NORMAL/NORMAL-3361750-1.jpeg,resnet_baseline,1,42,3.9579418,-0.51473194,-0.7072675,-0.363088,60.16597510373444
NORMAL/NORMAL-33637-1.jpeg,resnet_baseline,1,42,3.6942585,-0.6043287,-0.45879698,-0.55470115,43.983402489626556
NORMAL/NORMAL-3373954-1.jpeg,resnet_baseline,1,42,3.2880433,0.070417434,-0.35553426,0.2942742,18.672199170124482
NORMAL/NORMAL-3380901-1.jpeg,resnet_baseline,1,42,4.9909883,-0.57478523,-0.58865905,-0.49612188,91.28630705394191
NORMAL/NORMAL-338568-1.jpeg,resnet_baseline,1,42,2.604215,-0.6358321,-0.18271661,-0.50288284,3.319502074688797
NORMAL/NORMAL-3390782-1.jpeg,resnet_baseline,1,42,4.9644723,-0.60341537,-0.27136272,-0.39656407,90.45643153526972
NORMAL/NORMAL-3398969-1.jpeg,resnet_baseline,1,42,3.664536,-0.49539408,-0.61299455,-0.51251495,41.90871369294606
NORMAL/NORMAL-3399839-1.jpeg,resnet_baseline,1,42,3.5844254,-0.4110133,-0.114592955,0.28134668,35.684647302904565
NORMAL/NORMAL-3416330-1.jpeg,resnet_baseline,1,42,3.9241114,-0.46243042,-0.6805608,-0.45837185,57.26141078838174
NORMAL/NORMAL-3431386-1.jpeg,resnet_baseline,1,42,3.9469895,-0.5397123,-0.25489455,-0.60839236,58.921161825726145
NORMAL/NORMAL-3451887-1.jpeg,resnet_baseline,1,42,3.416182,-0.5439464,-0.66912436,-0.39860958,23.651452282157674
NORMAL/NORMAL-3465750-1.jpeg,resnet_baseline,1,42,3.483197,-0.48308414,-0.71733975,-0.348072,29.045643153526974
NORMAL/NORMAL-3466714-1.jpeg,resnet_baseline,1,42,3.835949,-0.17070143,-0.3040155,0.27523494,51.45228215767634
NORMAL/NORMAL-3475211-1.jpeg,resnet_baseline,1,42,6.009791,-0.40246004,-0.25175864,-0.62416935,99.1701244813278
NORMAL/NORMAL-348347-1.jpeg,resnet_baseline,1,42,4.4137607,-0.42356968,-0.24136811,-0.6304265,80.08298755186722
NORMAL/NORMAL-349021-1.jpeg,resnet_baseline,1,42,2.2688084,-0.46167976,-0.4331085,0.06859285,0.4149377593360996
NORMAL/NORMAL-351109-1.jpeg,resnet_baseline,1,42,5.1870723,-0.39789674,-0.6529188,-0.4506281,94.6058091286307
NORMAL/NORMAL-351109-2.jpeg,resnet_baseline,1,42,2.903206,-0.6314502,-0.43002784,-0.58467066,8.29875518672199
NORMAL/NORMAL-3531215-1.jpeg,resnet_baseline,1,42,3.6192644,-0.6127214,-0.4265712,-0.53437394,39.004149377593365
NORMAL/NORMAL-3538316-1.jpeg,resnet_baseline,1,42,3.7180626,0.15520996,-0.1222456,-0.33587337,45.22821576763486
NORMAL/NORMAL-3561306-1.jpeg,resnet_baseline,1,42,3.6054428,-0.32555196,0.0016641133,-0.5647385,37.75933609958506
NORMAL/NORMAL-3561306-2.jpeg,resnet_baseline,1,42,4.0662746,-0.6138849,-0.6799384,-0.36109975,65.97510373443983
NORMAL/NORMAL-366503-1.jpeg,resnet_baseline,1,42,3.258853,-0.61394495,-0.68709594,-0.1914342,16.182572614107883
NORMAL/NORMAL-366503-2.jpeg,resnet_baseline,1,42,4.1034775,-0.28608668,-0.6362268,0.12178762,67.63485477178423
NORMAL/NORMAL-36734-1.jpeg,resnet_baseline,1,42,2.992112,-0.5928519,-0.76507425,-0.352446,9.12863070539419
NORMAL/NORMAL-37818-1.jpeg,resnet_baseline,1,42,5.5162044,0.27049398,-0.050027713,-0.049518205,97.5103734439834
NORMAL/NORMAL-395557-1.jpeg,resnet_baseline,1,42,3.4294357,-0.5688065,-0.74470097,-0.40454012,25.72614107883817
NORMAL/NORMAL-402066-1.jpeg,resnet_baseline,1,42,3.224654,-0.6806774,-0.48928496,-0.009924712,14.522821576763487
NORMAL/NORMAL-402066-2.jpeg,resnet_baseline,1,42,3.9779458,-0.33850318,0.23513363,-0.06654214,61.82572614107884
NORMAL/NORMAL-402066-3.jpeg,resnet_baseline,1,42,2.306894,-0.6685729,-0.5550873,-0.50784934,0.8298755186721992
NORMAL/NORMAL-402066-4.jpeg,resnet_baseline,1,42,4.0864053,-0.58829814,-0.64469504,-0.053251706,67.21991701244814
NORMAL/NORMAL-402066-5.jpeg,resnet_baseline,1,42,4.505336,-0.47391647,-0.03699038,-0.510009,81.74273858921161
NORMAL/NORMAL-438684-1.jpeg,resnet_baseline,1,42,4.5211563,-0.54827654,-0.6575137,-0.42834067,82.57261410788381
NORMAL/NORMAL-438684-2.jpeg,resnet_baseline,1,42,5.05982,-0.5306516,-0.68775576,-0.34452087,92.11618257261411
NORMAL/NORMAL-438684-3.jpeg,resnet_baseline,1,42,3.6680937,-0.4625435,-0.6147933,-0.4823977,42.738589211618255
NORMAL/NORMAL-443980-1.jpeg,resnet_baseline,1,42,5.0997877,-0.594835,-0.5368963,-0.51741517,93.3609958506224
NORMAL/NORMAL-446851-1.jpeg,resnet_baseline,1,42,5.340842,0.439866,0.0749678,0.41579252,95.0207468879668
NORMAL/NORMAL-446851-2.jpeg,resnet_baseline,1,42,4.4883876,0.50598073,0.37624994,0.48065796,81.32780082987551
NORMAL/NORMAL-447690-1.jpeg,resnet_baseline,1,42,5.4105873,-0.40775102,-0.6582089,-0.39521396,96.2655601659751
NORMAL/NORMAL-447690-2.jpeg,resnet_baseline,1,42,3.6531224,-0.5160526,-0.62832975,-0.4854444,41.078838174273855
NORMAL/NORMAL-450532-1.jpeg,resnet_baseline,1,42,3.185227,-0.69635755,-0.56164336,-0.4438027,12.033195020746888
NORMAL/NORMAL-450923-1.jpeg,resnet_baseline,1,42,3.5229099,-0.5708937,-0.16321214,-0.2614584,31.950207468879665
NORMAL/NORMAL-450923-2.jpeg,resnet_baseline,1,42,3.6107817,-0.5434269,-0.25110787,-0.5936276,38.17427385892116
NORMAL/NORMAL-460711-1.jpeg,resnet_baseline,1,42,5.7143726,-0.5720704,-0.6687589,-0.23987031,98.3402489626556
NORMAL/NORMAL-460844-1.jpeg,resnet_baseline,1,42,4.9679623,-0.6258728,-0.34614512,-0.5942708,90.87136929460581
NORMAL/NORMAL-466978-1.jpeg,resnet_baseline,1,42,5.6092105,-0.3180058,-0.6011183,-0.44767934,97.9253112033195
NORMAL/NORMAL-469935-1.jpeg,resnet_baseline,1,42,3.8891454,-0.16168068,-0.28283453,0.32251382,55.18672199170125
NORMAL/NORMAL-4761187-1.jpeg,resnet_baseline,1,42,5.1154943,-0.4659392,-0.6945816,-0.19140127,93.7759336099585
NORMAL/NORMAL-4790999-1.jpeg,resnet_baseline,1,42,4.2169538,-0.58945185,-0.67785126,-0.34503084,73.44398340248964
NORMAL/NORMAL-48053-1.jpeg,resnet_baseline,1,42,3.1920426,-0.6018764,-0.6068876,-0.4826483,12.448132780082988
NORMAL/NORMAL-4839633-1.jpeg,resnet_baseline,1,42,4.052153,-0.581062,-0.5645178,-0.459243,65.56016597510373
NORMAL/NORMAL-486271-1.jpeg,resnet_baseline,1,42,4.1352787,-0.48620296,-0.4870469,-0.59315777,70.12448132780082
NORMAL/NORMAL-508852-1.jpeg,resnet_baseline,1,42,3.5854936,0.23755577,0.2778238,0.5735806,36.09958506224066
NORMAL/NORMAL-508852-2.jpeg,resnet_baseline,1,42,3.4609995,-0.58124614,-0.69874704,-0.3616255,26.556016597510375
NORMAL/NORMAL-519372-1.jpeg,resnet_baseline,1,42,4.313891,-0.44558746,-0.36834323,-0.5211649,78.00829875518673
NORMAL/NORMAL-524640-1.jpeg,resnet_baseline,1,42,2.960888,-0.46198007,-0.03946642,-0.52847105,8.71369294605809
NORMAL/NORMAL-544457-1.jpeg,resnet_baseline,1,42,3.6687367,0.18734208,0.5970449,0.06334296,43.15352697095436
NORMAL/NORMAL-544711-1.jpeg,resnet_baseline,1,42,4.2074103,-0.38562834,0.018346619,-0.50629723,73.02904564315352
NORMAL/NORMAL-547422-1.jpeg,resnet_baseline,1,42,4.1747074,-0.3697995,-0.67105544,-0.35330033,71.36929460580913
