image_id,retfound_mahalanobis,retfound_percentile
CNV/CNV-2192440-2.jpeg,50.148487,48.553719008264466
CNV/CNV-2350851-1.jpeg,46.919678,37.086776859504134
CNV/CNV-2438783-1.jpeg,46.448204,35.43388429752066
CNV/CNV-2438783-2.jpeg,50.12992,48.24380165289256
CNV/CNV-2541184-1.jpeg,49.829613,47.5206611570248
CNV/CNV-2632189-1.jpeg,46.220203,34.81404958677686
CNV/CNV-2692822-1.jpeg,50.23406,48.96694214876033
CNV/CNV-2725524-1.jpeg,48.454624,42.66528925619835
CNV/CNV-2725524-2.jpeg,47.796646,40.18595041322314
CNV/CNV-2760476-1.jpeg,50.081898,48.03719008264463
CNV/CNV-2959614-1.jpeg,46.107365,34.29752066115703
CNV/CNV-2959614-2.jpeg,48.74145,43.80165289256198
CNV/CNV-2959614-3.jpeg,68.24666,98.14049586776859
CNV/CNV-2959614-4.jpeg,47.905457,40.59917355371901
CNV/CNV-3030629-1.jpeg,58.9837,74.79338842975206
CNV/CNV-3080163-1.jpeg,49.1405,44.731404958677686
CNV/CNV-3080163-2.jpeg,50.86926,51.446280991735534
CNV/CNV-3119854-1.jpeg,51.944767,55.268595041322314
CNV/CNV-3163547-1.jpeg,53.03894,58.16115702479338
CNV/CNV-3200277-1.jpeg,55.038387,63.946280991735534
CNV/CNV-3200277-2.jpeg,64.83697,91.73553719008265
CNV/CNV-3213586-1.jpeg,59.75321,77.1694214876033
CNV/CNV-3241692-1.jpeg,54.356636,62.5
CNV/CNV-3241692-2.jpeg,44.24929,30.681818181818183
CNV/CNV-328435-1.jpeg,49.736202,47.31404958677686
CNV/CNV-3300060-1.jpeg,63.23945,87.29338842975206
CNV/CNV-338282-1.jpeg,44.82687,32.12809917355372
CNV/CNV-3424668-1.jpeg,55.078243,64.15289256198346
CNV/CNV-3432812-1.jpeg,56.690063,68.28512396694215
CNV/CNV-3459091-1.jpeg,47.985184,41.21900826446281
CNV/CNV-3541867-1.jpeg,48.006382,41.32231404958678
CNV/CNV-3616460-1.jpeg,52.220726,55.888429752066116
CNV/CNV-3618489-1.jpeg,52.180073,55.47520661157025
CNV/CNV-3618489-2.jpeg,58.1809,73.4504132231405
CNV/CNV-364469-1.jpeg,62.57578,85.43388429752066
CNV/CNV-364469-2.jpeg,56.655212,68.07851239669421
CNV/CNV-364469-3.jpeg,58.063683,72.8305785123967
CNV/CNV-3734032-1.jpeg,48.794964,44.31818181818182
CNV/CNV-375851-1.jpeg,52.340202,56.50826446280992
CNV/CNV-3847391-1.jpeg,47.760685,39.9793388429752
CNV/CNV-412653-1.jpeg,50.786232,50.6198347107438
CNV/CNV-417468-1.jpeg,63.65781,89.46280991735537
CNV/CNV-4244160-1.jpeg,51.134552,52.16942148760331
CNV/CNV-4244160-2.jpeg,45.01472,32.231404958677686
CNV/CNV-4244160-3.jpeg,49.390045,45.97107438016529
CNV/CNV-4274486-1.jpeg,57.45882,70.76446280991735
CNV/CNV-4283050-1.jpeg,63.3727,88.01652892561982
CNV/CNV-4283050-2.jpeg,59.71564,76.96280991735537
CNV/CNV-4464785-1.jpeg,51.044613,51.75619834710744
CNV/CNV-451136-1.jpeg,52.456463,56.81818181818182
CNV/CNV-451136-2.jpeg,59.039158,75.10330578512396
CNV/CNV-451136-3.jpeg,49.306454,45.45454545454545
CNV/CNV-451136-4.jpeg,52.848885,57.64462809917356
CNV/CNV-451136-5.jpeg,47.96174,41.11570247933884
CNV/CNV-451136-6.jpeg,55.58115,65.49586776859503
CNV/CNV-451136-7.jpeg,58.302437,73.65702479338843
CNV/CNV-457527-1.jpeg,50.451912,49.3801652892562
CNV/CNV-457907-1.jpeg,47.41491,39.0495867768595
CNV/CNV-460403-1.jpeg,45.844696,33.67768595041322
CNV/CNV-4643364-1.jpeg,44.75513,31.92148760330579
CNV/CNV-4674526-1.jpeg,53.96622,60.74380165289256
CNV/CNV-4740418-1.jpeg,47.16474,38.01652892561984
CNV/CNV-4775389-1.jpeg,45.38655,32.74793388429752
CNV/CNV-4884091-1.jpeg,49.41949,46.074380165289256
CNV/CNV-4907724-1.jpeg,53.155308,58.67768595041323
CNV/CNV-4974377-1.jpeg,47.794827,40.082644628099175
CNV/CNV-5054419-1.jpeg,49.546963,46.38429752066116
CNV/CNV-5054419-2.jpeg,48.786945,44.214876033057855
CNV/CNV-53018-1.jpeg,58.85416,74.58677685950413
CNV/CNV-53018-2.jpeg,64.602104,91.11570247933885
CNV/CNV-538779-1.jpeg,45.79183,33.367768595041326
CNV/CNV-538779-2.jpeg,50.659374,49.89669421487603
CNV/CNV-5409617-1.jpeg,49.379997,45.764462809917354
CNV/CNV-5429703-1.jpeg,43.1466,29.855371900826444
CNV/CNV-5429703-2.jpeg,48.28451,42.14876033057851
CNV/CNV-5431636-1.jpeg,55.697533,65.80578512396694
CNV/CNV-5431636-2.jpeg,47.931873,41.01239669421488
CNV/CNV-5457415-1.jpeg,49.300476,45.35123966942149
CNV/CNV-5536678-1.jpeg,50.708725,50.20661157024794
CNV/CNV-5536678-2.jpeg,48.140015,41.632231404958674
CNV/CNV-5557306-1.jpeg,52.492268,56.921487603305785
CNV/CNV-5594757-1.jpeg,46.7247,36.36363636363637
CNV/CNV-5594757-2.jpeg,49.838104,47.72727272727273
CNV/CNV-5603164-1.jpeg,57.768044,71.79752066115702
CNV/CNV-564246-1.jpeg,54.014595,61.15702479338842
CNV/CNV-5674369-1.jpeg,46.479774,35.53719008264463
CNV/CNV-5674369-2.jpeg,48.660225,43.18181818181818
CNV/CNV-5674369-3.jpeg,54.146152,61.77685950413223
CNV/CNV-5674369-4.jpeg,50.66349,50.0
CNV/CNV-5674369-5.jpeg,44.258442,30.785123966942145
CNV/CNV-5760454-1.jpeg,51.831463,54.75206611570248
CNV/CNV-5813701-1.jpeg,47.81838,40.289256198347104
CNV/CNV-5813701-2.jpeg,56.194195,66.83884297520662
CNV/CNV-5813701-3.jpeg,47.12841,37.70661157024794
CNV/CNV-5824631-1.jpeg,46.888165,36.8801652892562
CNV/CNV-5861916-1.jpeg,45.40318,32.85123966942149
CNV/CNV-5861916-2.jpeg,52.19125,55.68181818181818
CNV/CNV-5861916-3.jpeg,44.584446,31.301652892561982
CNV/CNV-5861916-4.jpeg,53.936768,60.537190082644635
CNV/CNV-5861916-5.jpeg,48.703495,43.595041322314046
CNV/CNV-5904584-1.jpeg,43.51194,30.061983471074385
CNV/CNV-5904584-2.jpeg,47.26358,38.53305785123967
CNV/CNV-5904584-3.jpeg,48.8752,44.421487603305785
CNV/CNV-5969175-1.jpeg,54.343147,62.29338842975206
CNV/CNV-5969175-2.jpeg,49.569965,46.590909090909086
CNV/CNV-6053140-1.jpeg,60.70434,80.37190082644628
CNV/CNV-6190971-1.jpeg,49.575912,46.79752066115703
CNV/CNV-6215140-1.jpeg,45.94056,33.88429752066116
CNV/CNV-6215140-2.jpeg,47.45568,39.35950413223141
CNV/CNV-624911-1.jpeg,53.147522,58.367768595041326
CNV/CNV-624911-2.jpeg,51.338406,52.78925619834711
CNV/CNV-624911-3.jpeg,50.121452,48.14049586776859
CNV/CNV-6256161-1.jpeg,57.803867,72.00413223140497
CNV/CNV-732516-1.jpeg,46.573563,35.9504132231405
CNV/CNV-732516-2.jpeg,47.918995,40.70247933884297
CNV/CNV-732516-3.jpeg,48.339573,42.35537190082644
CNV/CNV-732516-4.jpeg,53.95825,60.64049586776859
CNV/CNV-743852-1.jpeg,46.113895,34.40082644628099
CNV/CNV-776149-1.jpeg,48.769714,44.00826446280991
CNV/CNV-779442-1.jpeg,54.799816,63.42975206611571
CNV/CNV-779442-2.jpeg,59.10623,75.20661157024794
CNV/CNV-779442-3.jpeg,62.71235,85.74380165289256
CNV/CNV-781814-1.jpeg,54.110348,61.67355371900827
CNV/CNV-794538-1.jpeg,55.16246,64.25619834710744
CNV/CNV-794538-2.jpeg,50.80079,50.82644628099173
CNV/CNV-81630-1.jpeg,56.953365,68.69834710743802
CNV/CNV-81630-2.jpeg,47.28261,38.63636363636363
CNV/CNV-81630-3.jpeg,47.143196,37.8099173553719
CNV/CNV-81630-4.jpeg,49.559105,46.48760330578512
CNV/CNV-827677-1.jpeg,44.601406,31.40495867768595
CNV/CNV-830921-1.jpeg,63.168,86.98347107438018
CNV/CNV-865813-1.jpeg,48.76879,43.904958677685954
CNV/CNV-904464-1.jpeg,50.991978,51.652892561983464
CNV/CNV-904464-2.jpeg,48.97512,44.52479338842975
CNV/CNV-904464-3.jpeg,49.204514,44.938016528925615
CNV/CNV-904464-4.jpeg,51.191433,52.37603305785123
CNV/CNV-909994-1.jpeg,55.349705,64.77272727272727
CNV/CNV-933576-1.jpeg,47.4554,39.25619834710744
CNV/CNV-933576-2.jpeg,46.55128,35.84710743801653
CNV/CNV-933576-3.jpeg,51.797855,54.33884297520662
CNV/CNV-933576-4.jpeg,53.505726,59.29752066115702
CNV/CNV-954024-1.jpeg,49.59689,46.90082644628099
CNV/CNV-987193-1.jpeg,48.41491,42.561983471074385
CNV/CNV-987193-2.jpeg,52.1908,55.578512396694215
CNV/CNV-995513-1.jpeg,55.205315,64.35950413223141
DME/DME-1081406-1.jpeg,62.625153,85.64049586776859
DME/DME-1102486-1.jpeg,54.87892,63.7396694214876
DME/DME-1102486-2.jpeg,42.31098,28.92561983471074
DME/DME-1102486-3.jpeg,42.874725,29.545454545454547
DME/DME-1102486-4.jpeg,43.121315,29.75206611570248
DME/DME-11053-1.jpeg,37.965347,25.6198347107438
DME/DME-119840-1.jpeg,50.771534,50.51652892561983
DME/DME-1274315-1.jpeg,50.19886,48.760330578512395
DME/DME-1274315-2.jpeg,46.605835,36.053719008264466
DME/DME-138971-1.jpeg,40.29195,27.37603305785124
DME/DME-138971-2.jpeg,49.833946,47.62396694214876
DME/DME-1430899-1.jpeg,62.197044,84.71074380165288
DME/DME-1479682-1.jpeg,58.6713,74.17355371900827
DME/DME-15208-1.jpeg,58.134747,73.24380165289256
DME/DME-15208-2.jpeg,46.17376,34.710743801652896
DME/DME-2091157-1.jpeg,55.036606,63.84297520661158
DME/DME-2105194-1.jpeg,53.744762,59.917355371900825
DME/DME-2126962-1.jpeg,59.26866,75.41322314049587
DME/DME-2261889-1.jpeg,54.869183,63.63636363636363
DME/DME-2556938-1.jpeg,49.38292,45.867768595041326
DME/DME-2630113-1.jpeg,56.677315,68.18181818181817
DME/DME-2630665-1.jpeg,50.182476,48.65702479338843
DME/DME-269181-1.jpeg,46.161324,34.607438016528924
DME/DME-269181-2.jpeg,42.919804,29.64876033057851
DME/DME-269181-3.jpeg,56.203552,66.94214876033058
DME/DME-2716523-1.jpeg,58.11506,73.03719008264463
DME/DME-2763635-1.jpeg,50.758377,50.413223140495866
DME/DME-30521-1.jpeg,61.25794,82.12809917355372
DME/DME-30521-10.jpeg,64.31529,90.80578512396694
DME/DME-30521-11.jpeg,56.24046,67.04545454545455
DME/DME-30521-12.jpeg,70.14167,99.07024793388429
DME/DME-30521-13.jpeg,60.19833,78.30578512396694
DME/DME-30521-2.jpeg,39.688835,27.066115702479337
DME/DME-30521-3.jpeg,46.34619,35.12396694214876
DME/DME-30521-4.jpeg,55.420288,65.08264462809917
DME/DME-30521-5.jpeg,60.705986,80.47520661157024
DME/DME-30521-6.jpeg,60.91935,80.88842975206612
DME/DME-30521-7.jpeg,61.81812,83.67768595041323
DME/DME-30521-8.jpeg,57.04888,69.00826446280992
DME/DME-30521-9.jpeg,59.66475,76.75619834710744
DME/DME-306172-1.jpeg,56.654343,67.97520661157024
DME/DME-3064922-1.jpeg,57.45589,70.66115702479338
DME/DME-3157783-1.jpeg,46.42137,35.33057851239669
DME/DME-323904-1.jpeg,39.885975,27.16942148760331
DME/DME-323904-2.jpeg,60.01637,77.68595041322314
DME/DME-3288089-1.jpeg,51.202747,52.47933884297521
DME/DME-3475211-1.jpeg,52.373165,56.71487603305785
DME/DME-3722280-1.jpeg,57.05484,69.11157024793388
DME/DME-3731953-1.jpeg,53.14755,58.47107438016529
DME/DME-37503-1.jpeg,43.601097,30.37190082644628
DME/DME-3791742-1.jpeg,47.33732,38.739669421487605
DME/DME-3810791-1.jpeg,54.058662,61.46694214876033
DME/DME-3921035-1.jpeg,53.604755,59.50413223140496
DME/DME-4079773-1.jpeg,31.418455,22.107438016528928
DME/DME-4117019-1.jpeg,43.705463,30.57851239669421
DME/DME-4146088-1.jpeg,24.147055,11.673553719008265
DME/DME-4240465-1.jpeg,48.622177,43.078512396694215
DME/DME-4240465-2.jpeg,49.702644,47.210743801652896
DME/DME-4244491-1.jpeg,47.206738,38.1198347107438
DME/DME-4298019-1.jpeg,40.658787,27.685950413223143
DME/DME-4336607-1.jpeg,53.305744,59.09090909090909
DME/DME-4478609-1.jpeg,52.860058,57.74793388429752
DME/DME-4616882-1.jpeg,48.684834,43.388429752066116
DME/DME-462675-1.jpeg,61.54264,82.95454545454545
DME/DME-4634094-1.jpeg,56.917725,68.59504132231406
DME/DME-4634094-2.jpeg,59.475464,76.03305785123968
DME/DME-4658666-1.jpeg,39.400932,26.859504132231404
DME/DME-4732091-1.jpeg,50.80658,50.92975206611571
DME/DME-4732091-2.jpeg,52.655605,57.231404958677686
DME/DME-4804900-1.jpeg,42.61697,29.235537190082646
DME/DME-4897748-1.jpeg,50.74952,50.3099173553719
DME/DME-4940184-1.jpeg,55.33888,64.6694214876033
DME/DME-4989358-1.jpeg,53.264305,58.78099173553719
DME/DME-5014129-1.jpeg,51.12196,51.962809917355365
DME/DME-5014129-2.jpeg,42.28158,28.82231404958678
DME/DME-5071032-1.jpeg,55.607758,65.599173553719
DME/DME-5072525-1.jpeg,56.79642,68.38842975206612
DME/DME-5434248-1.jpeg,51.612297,53.82231404958677
DME/DME-5465575-1.jpeg,54.033287,61.36363636363637
DME/DME-5497895-1.jpeg,55.871902,66.21900826446281
DME/DME-563695-1.jpeg,47.92443,40.909090909090914
DME/DME-563695-2.jpeg,42.76475,29.44214876033058
DME/DME-5656004-1.jpeg,58.02263,72.62396694214877
DME/DME-5713682-1.jpeg,51.462074,53.30578512396694
DME/DME-57603-1.jpeg,52.59983,57.128099173553714
DME/DME-5760454-1.jpeg,35.473335,24.070247933884296
DME/DME-5768195-1.jpeg,51.860355,54.958677685950406
DME/DME-5796574-1.jpeg,60.11254,77.89256198347107
DME/DME-5796574-2.jpeg,52.225193,55.99173553719008
DME/DME-5802218-1.jpeg,56.58458,67.76859504132231
DME/DME-5834001-1.jpeg,46.325165,35.0206611570248
DME/DME-5843591-1.jpeg,41.391315,28.305785123966942
DME/DME-5864085-1.jpeg,44.751675,31.818181818181817
DME/DME-5912153-1.jpeg,48.261654,41.942148760330575
DME/DME-5975636-1.jpeg,29.816652,20.144628099173552
DME/DME-5981434-1.jpeg,28.975851,18.801652892561986
DME/DME-6090983-1.jpeg,44.759644,32.02479338842975
DME/DME-6151003-1.jpeg,34.893684,23.7603305785124
DME/DME-6296605-1.jpeg,46.968838,37.1900826446281
DME/DME-6314020-1.jpeg,50.561543,49.48347107438016
DME/DME-633268-1.jpeg,59.014523,74.89669421487604
DME/DME-6383847-1.jpeg,60.98987,81.19834710743802
DME/DME-6434323-1.jpeg,29.644115,19.52479338842975
DME/DME-671384-1.jpeg,43.455917,29.958677685950413
DME/DME-6716735-1.jpeg,48.69031,43.49173553719009
DME/DME-6716735-2.jpeg,36.797253,24.793388429752067
DME/DME-70266-1.jpeg,60.955418,80.99173553719008
DME/DME-70266-2.jpeg,57.18069,69.42148760330579
DME/DME-70266-3.jpeg,58.85158,74.48347107438018
DME/DME-7027665-1.jpeg,55.073235,64.0495867768595
DME/DME-7194085-1.jpeg,57.483536,70.86776859504133
DME/DME-7239304-1.jpeg,44.521698,31.09504132231405
DME/DME-7248535-1.jpeg,49.35518,45.66115702479338
DME/DME-7432714-1.jpeg,47.393864,38.946280991735534
DME/DME-7434518-1.jpeg,31.579378,22.210743801652892
DME/DME-7469235-1.jpeg,46.31501,34.917355371900825
DME/DME-7503514-1.jpeg,56.174313,66.63223140495867
DME/DME-7558688-1.jpeg,67.506195,96.79752066115702
DME/DME-7573590-1.jpeg,54.01612,61.2603305785124
DME/DME-7578162-1.jpeg,57.80887,72.10743801652893
DME/DME-7585263-1.jpeg,42.635113,29.338842975206614
DME/DME-7585263-2.jpeg,44.52251,31.198347107438018
DME/DME-7585263-3.jpeg,56.98439,68.80165289256198
DME/DME-7591008-1.jpeg,51.81507,54.64876033057852
DME/DME-7614088-1.jpeg,61.737453,83.26446280991735
DME/DME-7650134-1.jpeg,47.901855,40.49586776859504
DME/DME-7650134-2.jpeg,54.692734,62.913223140495866
DME/DME-7706610-1.jpeg,63.50595,88.32644628099173
DME/DME-7706610-2.jpeg,68.25189,98.24380165289256
DME/DME-7706610-3.jpeg,58.508747,74.07024793388429
DME/DME-7756213-1.jpeg,60.18119,78.20247933884298
DME/DME-7757895-1.jpeg,50.865437,51.34297520661158
DME/DME-7763916-1.jpeg,44.620567,31.508264462809915
DME/DME-7780589-1.jpeg,47.04643,37.5
DME/DME-778975-1.jpeg,40.852394,27.99586776859504
DME/DME-778975-2.jpeg,53.99459,61.053719008264466
DME/DME-7793366-1.jpeg,40.776234,27.789256198347108
DME/DME-7837305-1.jpeg,48.383343,42.45867768595041
DME/DME-7837305-2.jpeg,55.84482,66.11570247933885
DME/DME-7837305-3.jpeg,41.569084,28.512396694214875
DME/DME-7837305-4.jpeg,49.485817,46.17768595041322
DME/DME-7837305-5.jpeg,57.417225,70.24793388429752
DME/DME-7843891-1.jpeg,42.54417,29.132231404958674
DME/DME-7846574-1.jpeg,48.595966,42.97520661157025
DME/DME-7870558-1.jpeg,60.146873,78.099173553719
DME/DME-7870558-2.jpeg,54.73137,63.22314049586777
DME/DME-7870558-3.jpeg,43.649174,30.47520661157025
DME/DME-7870558-4.jpeg,38.443127,26.033057851239672
DME/DME-7907461-1.jpeg,41.878662,28.615702479338843
DME/DME-7918201-1.jpeg,51.81145,54.54545454545454
DME/DME-7918201-2.jpeg,54.690113,62.8099173553719
DME/DME-7928636-1.jpeg,46.85463,36.77685950413223
DME/DME-7928636-2.jpeg,47.163914,37.913223140495866
DME/DME-7934335-1.jpeg,64.147575,90.599173553719
DME/DME-7939555-1.jpeg,51.79648,54.23553719008265
DME/DME-7939555-2.jpeg,55.27548,64.56611570247934
DME/DME-7939555-3.jpeg,36.091343,24.380165289256198
DME/DME-7939555-4.jpeg,51.593998,53.71900826446281
DME/DME-7939555-5.jpeg,48.564487,42.87190082644628
DME/DME-7972888-1.jpeg,56.634525,67.87190082644628
DME/DME-7983936-1.jpeg,63.57862,88.7396694214876
DME/DME-7990001-1.jpeg,57.53933,70.97107438016529
DME/DME-8000885-1.jpeg,42.145443,28.719008264462808
DME/DME-8019418-1.jpeg,65.16701,92.56198347107438
DME/DME-8019418-2.jpeg,53.767418,60.02066115702479
DME/DME-8019418-3.jpeg,63.604385,89.0495867768595
DME/DME-8019418-4.jpeg,46.407032,35.22727272727273
DME/DME-8021831-1.jpeg,37.577785,25.206611570247933
DME/DME-8056259-1.jpeg,52.830524,57.541322314049594
DME/DME-8080050-1.jpeg,49.25421,45.04132231404959
DME/DME-8130267-1.jpeg,45.69585,33.057851239669425
DME/DME-8136649-1.jpeg,53.083496,58.26446280991735
DME/DME-8167779-1.jpeg,61.10942,81.50826446280992
DME/DME-8177380-1.jpeg,64.4816,91.01239669421489
DME/DME-8177380-2.jpeg,48.66592,43.285123966942145
DME/DME-8177380-3.jpeg,51.765827,54.132231404958674
DME/DME-8200056-1.jpeg,48.26266,42.04545454545455
DME/DME-8200056-2.jpeg,51.535793,53.51239669421488
DME/DME-8200056-3.jpeg,41.242165,28.202479338842974
DME/DME-8218042-1.jpeg,53.272522,58.88429752066116
DME/DME-8231523-1.jpeg,37.9791,25.723140495867767
DME/DME-82328-1.jpeg,61.255783,82.02479338842976
DME/DME-8366524-1.jpeg,33.71137,23.24380165289256
DME/DME-8366524-2.jpeg,35.84404,24.276859504132233
DME/DME-8426419-1.jpeg,57.013577,68.90495867768594
DME/DME-8426419-2.jpeg,57.271465,69.52479338842976
DME/DME-8457431-1.jpeg,57.5724,71.17768595041323
DME/DME-8469406-1.jpeg,53.674213,59.71074380165289
DME/DME-8472707-1.jpeg,43.584038,30.165289256198346
DME/DME-8477096-1.jpeg,59.347557,75.72314049586777
DME/DME-8525575-1.jpeg,39.306858,26.75619834710744
DME/DME-8525575-2.jpeg,47.62166,39.56611570247934
DME/DME-8525575-3.jpeg,63.652763,89.35950413223141
DME/DME-8525575-4.jpeg,51.835785,54.85537190082644
DME/DME-8525575-5.jpeg,57.617226,71.28099173553719
DME/DME-8525575-6.jpeg,53.626244,59.607438016528924
DME/DME-8525575-7.jpeg,51.68283,54.02892561983471
DME/DME-8525575-8.jpeg,53.73167,59.81404958677686
DME/DME-8589279-1.jpeg,52.810234,57.438016528925615
DME/DME-8602716-1.jpeg,53.900135,60.33057851239669
DME/DME-8602716-2.jpeg,45.080788,32.54132231404959
DME/DME-8602716-3.jpeg,48.185234,41.735537190082646
DME/DME-8602716-4.jpeg,44.74172,31.714876033057855
DME/DME-8615417-1.jpeg,50.234226,49.070247933884296
DME/DME-8615417-2.jpeg,65.98004,94.31818181818183
DME/DME-8635355-1.jpeg,56.31719,67.25206611570248
DME/DME-8635355-2.jpeg,38.42258,25.929752066115704
DME/DME-8729675-1.jpeg,57.709297,71.5909090909091
DME/DME-8729675-2.jpeg,38.719334,26.239669421487605
DME/DME-8732456-1.jpeg,50.139626,48.34710743801653
DME/DME-8766603-1.jpeg,36.201378,24.483471074380166
DME/DME-8807486-1.jpeg,40.97032,28.09917355371901
