image_id,model,serial,seed,layer_name,relative_depth,mahalanobis_distance,cosine_CNV,cosine_DME,cosine_DRUSEN
CNV/CNV-1112835-1.jpeg,resnet_baseline,1,42,mid,0.33,16.653751,0.81231475,0.5972513,0.6699423
CNV/CNV-1112835-2.jpeg,resnet_baseline,1,42,mid,0.33,17.089062,0.75592786,0.5462208,0.6054887
CNV/CNV-1130960-1.jpeg,resnet_baseline,1,42,mid,0.33,17.382217,0.857135,0.68079984,0.7406252
CNV/CNV-1131664-1.jpeg,resnet_baseline,1,42,mid,0.33,15.176343,0.89386725,0.7360543,0.73718596
CNV/CNV-1136126-1.jpeg,resnet_baseline,1,42,mid,0.33,15.7565775,0.48722303,0.41965485,0.4826395
CNV/CNV-1177084-1.jpeg,resnet_baseline,1,42,mid,0.33,14.109677,0.72841024,0.69196576,0.6255796
CNV/CNV-1188386-1.jpeg,resnet_baseline,1,42,mid,0.33,22.064005,0.8499761,0.7151915,0.7395364
CNV/CNV-1188386-2.jpeg,resnet_baseline,1,42,mid,0.33,23.21745,0.9411882,0.7899225,0.777809
CNV/CNV-1188386-3.jpeg,resnet_baseline,1,42,mid,0.33,22.210363,0.8511386,0.73789626,0.78709495
CNV/CNV-1188386-4.jpeg,resnet_baseline,1,42,mid,0.33,22.421568,0.79920316,0.6793151,0.6053427
CNV/CNV-1260317-1.jpeg,resnet_baseline,1,42,mid,0.33,22.539444,0.74380916,0.6138898,0.6297699
CNV/CNV-1290410-1.jpeg,resnet_baseline,1,42,mid,0.33,17.719776,0.8431542,0.68556035,0.80411744
CNV/CNV-1290410-2.jpeg,resnet_baseline,1,42,mid,0.33,18.172794,0.8350522,0.6901331,0.6753739
CNV/CNV-1290410-3.jpeg,resnet_baseline,1,42,mid,0.33,22.497723,0.88271797,0.68220747,0.72732854
CNV/CNV-1305450-1.jpeg,resnet_baseline,1,42,mid,0.33,15.808877,0.704833,0.45452282,0.6958577
CNV/CNV-1305450-2.jpeg,resnet_baseline,1,42,mid,0.33,20.519539,0.89230907,0.7621983,0.7323884
CNV/CNV-1305450-3.jpeg,resnet_baseline,1,42,mid,0.33,19.15313,0.91045123,0.7902933,0.7763252
CNV/CNV-1305450-4.jpeg,resnet_baseline,1,42,mid,0.33,15.9563055,0.83317685,0.70234245,0.7665676
CNV/CNV-137351-1.jpeg,resnet_baseline,1,42,mid,0.33,20.399712,0.8410947,0.72276455,0.693556
CNV/CNV-1415351-1.jpeg,resnet_baseline,1,42,mid,0.33,17.58535,0.7946227,0.7562469,0.6765538
CNV/CNV-154835-1.jpeg,resnet_baseline,1,42,mid,0.33,16.456976,0.86953527,0.6488412,0.78655064
CNV/CNV-154835-2.jpeg,resnet_baseline,1,42,mid,0.33,17.810764,0.9084346,0.7194232,0.7685501
CNV/CNV-163081-1.jpeg,resnet_baseline,1,42,mid,0.33,19.880796,0.9173571,0.74379885,0.78267705
CNV/CNV-163081-10.jpeg,resnet_baseline,1,42,mid,0.33,18.015852,0.9502069,0.7992122,0.82368535
CNV/CNV-163081-2.jpeg,resnet_baseline,1,42,mid,0.33,18.36231,0.9202707,0.7579825,0.8100712
CNV/CNV-163081-3.jpeg,resnet_baseline,1,42,mid,0.33,12.510632,0.86334896,0.7524189,0.7539686
CNV/CNV-163081-4.jpeg,resnet_baseline,1,42,mid,0.33,21.018152,0.8688282,0.77935183,0.7445644
CNV/CNV-163081-5.jpeg,resnet_baseline,1,42,mid,0.33,17.503777,0.8394315,0.6648977,0.6987099
CNV/CNV-163081-6.jpeg,resnet_baseline,1,42,mid,0.33,18.472462,0.5462259,0.53647166,0.51747423
CNV/CNV-163081-7.jpeg,resnet_baseline,1,42,mid,0.33,20.980776,0.89179397,0.72836995,0.7666807
CNV/CNV-163081-8.jpeg,resnet_baseline,1,42,mid,0.33,20.53239,0.7182162,0.6680304,0.54400027
CNV/CNV-163081-9.jpeg,resnet_baseline,1,42,mid,0.33,21.932674,0.86340874,0.7520085,0.7894164
CNV/CNV-1632795-1.jpeg,resnet_baseline,1,42,mid,0.33,15.35475,0.68190825,0.5436224,0.537645
CNV/CNV-1641792-1.jpeg,resnet_baseline,1,42,mid,0.33,23.024391,0.8967395,0.7560241,0.77936906
CNV/CNV-1641792-2.jpeg,resnet_baseline,1,42,mid,0.33,19.59491,0.81524885,0.7483306,0.6937803
CNV/CNV-1699976-1.jpeg,resnet_baseline,1,42,mid,0.33,11.342464,0.6196275,0.49597484,0.64698213
CNV/CNV-1699976-2.jpeg,resnet_baseline,1,42,mid,0.33,14.706298,0.5665058,0.6107116,0.3760957
CNV/CNV-1699976-3.jpeg,resnet_baseline,1,42,mid,0.33,14.608142,0.14451806,0.1793537,0.19643271
CNV/CNV-1699976-4.jpeg,resnet_baseline,1,42,mid,0.33,14.057918,0.60034156,0.5241941,0.52381736
CNV/CNV-1699976-5.jpeg,resnet_baseline,1,42,mid,0.33,15.011296,0.5207398,0.5746664,0.5009524
CNV/CNV-1704482-1.jpeg,resnet_baseline,1,42,mid,0.33,19.740894,0.5676386,0.44856155,0.50797427
CNV/CNV-172472-1.jpeg,resnet_baseline,1,42,mid,0.33,13.338443,0.8866196,0.68369067,0.80010796
CNV/CNV-172472-10.jpeg,resnet_baseline,1,42,mid,0.33,13.276614,0.8169128,0.6227002,0.7084447
CNV/CNV-172472-11.jpeg,resnet_baseline,1,42,mid,0.33,16.009731,0.84480536,0.6346833,0.81661975
CNV/CNV-172472-2.jpeg,resnet_baseline,1,42,mid,0.33,13.270975,0.75833106,0.6511223,0.60192394
CNV/CNV-172472-3.jpeg,resnet_baseline,1,42,mid,0.33,12.302957,0.80906725,0.6779222,0.6917988
CNV/CNV-172472-4.jpeg,resnet_baseline,1,42,mid,0.33,15.719312,0.7758182,0.6220745,0.75067794
CNV/CNV-172472-5.jpeg,resnet_baseline,1,42,mid,0.33,14.734977,0.73032874,0.6124542,0.7257279
CNV/CNV-172472-6.jpeg,resnet_baseline,1,42,mid,0.33,14.630656,0.6839761,0.6385898,0.49999467
CNV/CNV-172472-7.jpeg,resnet_baseline,1,42,mid,0.33,15.813793,0.7690641,0.5998772,0.6400733
CNV/CNV-172472-8.jpeg,resnet_baseline,1,42,mid,0.33,14.770908,0.7850553,0.58314455,0.6426544
CNV/CNV-172472-9.jpeg,resnet_baseline,1,42,mid,0.33,16.289322,0.6823384,0.48033231,0.68292415
CNV/CNV-1730592-1.jpeg,resnet_baseline,1,42,mid,0.33,13.332996,0.7762065,0.6233171,0.66547334
CNV/CNV-1730592-2.jpeg,resnet_baseline,1,42,mid,0.33,12.523405,0.7768373,0.63963294,0.6705175
CNV/CNV-1731375-1.jpeg,resnet_baseline,1,42,mid,0.33,19.17738,0.8729158,0.68929416,0.76006377
CNV/CNV-1731375-2.jpeg,resnet_baseline,1,42,mid,0.33,14.01587,0.85326755,0.64378214,0.8354996
CNV/CNV-1731375-3.jpeg,resnet_baseline,1,42,mid,0.33,16.742996,0.84869707,0.60323423,0.8131356
CNV/CNV-1784116-1.jpeg,resnet_baseline,1,42,mid,0.33,20.054092,0.81376976,0.7877267,0.64549375
CNV/CNV-1894770-1.jpeg,resnet_baseline,1,42,mid,0.33,14.332106,0.834551,0.85066277,0.7235584
CNV/CNV-1894770-2.jpeg,resnet_baseline,1,42,mid,0.33,16.97733,0.83252364,0.7304205,0.7291414
CNV/CNV-1980926-1.jpeg,resnet_baseline,1,42,mid,0.33,17.98145,0.9471282,0.83977705,0.7861354
CNV/CNV-198660-1.jpeg,resnet_baseline,1,42,mid,0.33,10.995637,0.78326285,0.6333332,0.6532196
CNV/CNV-1997439-1.jpeg,resnet_baseline,1,42,mid,0.33,28.257425,0.80666804,0.6853218,0.67393076
CNV/CNV-1997439-2.jpeg,resnet_baseline,1,42,mid,0.33,24.523064,0.8726076,0.77680886,0.7223058
CNV/CNV-1997439-3.jpeg,resnet_baseline,1,42,mid,0.33,16.260033,0.13975272,0.053812996,0.10565679
CNV/CNV-1997439-4.jpeg,resnet_baseline,1,42,mid,0.33,18.030588,0.8367927,0.76342285,0.70760584
CNV/CNV-1997439-5.jpeg,resnet_baseline,1,42,mid,0.33,14.075626,0.7433103,0.54360485,0.7029402
CNV/CNV-1997439-6.jpeg,resnet_baseline,1,42,mid,0.33,22.384314,0.8330575,0.7425808,0.6872041
CNV/CNV-1997439-7.jpeg,resnet_baseline,1,42,mid,0.33,15.338343,0.72172415,0.45688042,0.6893601
CNV/CNV-2025105-1.jpeg,resnet_baseline,1,42,mid,0.33,11.966097,0.097739436,-0.015140895,0.1925134
CNV/CNV-204397-1.jpeg,resnet_baseline,1,42,mid,0.33,12.480948,0.74009585,0.6093082,0.63881135
CNV/CNV-2116022-1.jpeg,resnet_baseline,1,42,mid,0.33,20.130934,0.7347494,0.58772445,0.7320576
CNV/CNV-2141150-1.jpeg,resnet_baseline,1,42,mid,0.33,17.17066,0.90698695,0.7212771,0.7886916
CNV/CNV-2141150-2.jpeg,resnet_baseline,1,42,mid,0.33,13.580127,0.88582045,0.7078056,0.83040166
CNV/CNV-2158821-1.jpeg,resnet_baseline,1,42,mid,0.33,19.768959,0.61329687,0.5312259,0.48968226
CNV/CNV-2158821-2.jpeg,resnet_baseline,1,42,mid,0.33,18.643187,0.64215267,0.5058511,0.60519624
CNV/CNV-2168793-1.jpeg,resnet_baseline,1,42,mid,0.33,15.453532,0.35407868,0.3567139,0.32044616
CNV/CNV-2177326-1.jpeg,resnet_baseline,1,42,mid,0.33,16.626827,0.6689749,0.5055172,0.5294561
CNV/CNV-218676-1.jpeg,resnet_baseline,1,42,mid,0.33,19.64306,0.5958396,0.3707928,0.4589967
CNV/CNV-2192440-1.jpeg,resnet_baseline,1,42,mid,0.33,17.27114,0.8322172,0.67661476,0.7219722
CNV/CNV-2192440-2.jpeg,resnet_baseline,1,42,mid,0.33,16.426207,0.52448916,0.4862012,0.5275545
CNV/CNV-2350851-1.jpeg,resnet_baseline,1,42,mid,0.33,19.862427,0.8503221,0.6893498,0.72154593
CNV/CNV-2438783-1.jpeg,resnet_baseline,1,42,mid,0.33,19.11446,0.8892878,0.73115677,0.7598158
CNV/CNV-2438783-2.jpeg,resnet_baseline,1,42,mid,0.33,18.612663,0.89708877,0.75791246,0.7474918
CNV/CNV-2541184-1.jpeg,resnet_baseline,1,42,mid,0.33,11.412172,0.8415916,0.7141684,0.8521726
CNV/CNV-2632189-1.jpeg,resnet_baseline,1,42,mid,0.33,16.70979,0.8516926,0.74211025,0.7260494
CNV/CNV-2692822-1.jpeg,resnet_baseline,1,42,mid,0.33,23.430532,0.89281386,0.7916272,0.7414771
CNV/CNV-2725524-1.jpeg,resnet_baseline,1,42,mid,0.33,18.215113,0.89810824,0.7582589,0.7512259
CNV/CNV-2725524-2.jpeg,resnet_baseline,1,42,mid,0.33,20.367874,0.91710126,0.7914498,0.79481816
CNV/CNV-2760476-1.jpeg,resnet_baseline,1,42,mid,0.33,21.430813,0.8711922,0.69220823,0.72657096
CNV/CNV-2959614-1.jpeg,resnet_baseline,1,42,mid,0.33,14.872958,0.8094579,0.626526,0.6751048
CNV/CNV-2959614-2.jpeg,resnet_baseline,1,42,mid,0.33,14.443151,0.7155194,0.56559753,0.6367756
CNV/CNV-2959614-3.jpeg,resnet_baseline,1,42,mid,0.33,17.768827,0.7440487,0.5841125,0.66982245
CNV/CNV-2959614-4.jpeg,resnet_baseline,1,42,mid,0.33,17.471893,0.82218176,0.64852417,0.7306726
CNV/CNV-3030629-1.jpeg,resnet_baseline,1,42,mid,0.33,13.395086,0.86947656,0.79801685,0.7228001
CNV/CNV-3080163-1.jpeg,resnet_baseline,1,42,mid,0.33,21.350979,0.6241338,0.5214669,0.6203791
CNV/CNV-3080163-2.jpeg,resnet_baseline,1,42,mid,0.33,21.663202,0.68269163,0.58923525,0.6050365
CNV/CNV-3119854-1.jpeg,resnet_baseline,1,42,mid,0.33,17.141893,0.7262678,0.58209765,0.6295213
CNV/CNV-3163547-1.jpeg,resnet_baseline,1,42,mid,0.33,10.217918,0.60556215,0.39026952,0.64097565
CNV/CNV-3200277-1.jpeg,resnet_baseline,1,42,mid,0.33,17.085249,0.79995286,0.74286664,0.6360749
CNV/CNV-3200277-2.jpeg,resnet_baseline,1,42,mid,0.33,15.2630205,0.8550829,0.71116376,0.7373674
CNV/CNV-3213586-1.jpeg,resnet_baseline,1,42,mid,0.33,16.269924,0.778966,0.5192572,0.6584542
CNV/CNV-3241692-1.jpeg,resnet_baseline,1,42,mid,0.33,17.49094,0.8509169,0.6671771,0.76592904
CNV/CNV-3241692-2.jpeg,resnet_baseline,1,42,mid,0.33,21.698215,0.89423776,0.71144253,0.73671854
CNV/CNV-328435-1.jpeg,resnet_baseline,1,42,mid,0.33,12.017917,0.79299116,0.6624193,0.7065643
CNV/CNV-3300060-1.jpeg,resnet_baseline,1,42,mid,0.33,20.314316,-0.017222365,-0.037401356,0.006188862
CNV/CNV-338282-1.jpeg,resnet_baseline,1,42,mid,0.33,23.881266,0.88681316,0.8071315,0.68096304
CNV/CNV-3424668-1.jpeg,resnet_baseline,1,42,mid,0.33,15.7837925,0.72098726,0.71210575,0.6618042
CNV/CNV-3432812-1.jpeg,resnet_baseline,1,42,mid,0.33,12.397496,0.5769633,0.37717608,0.65961033
CNV/CNV-3459091-1.jpeg,resnet_baseline,1,42,mid,0.33,19.073902,0.88382185,0.70641226,0.7611685
CNV/CNV-3541867-1.jpeg,resnet_baseline,1,42,mid,0.33,14.740763,0.36882612,0.14314413,0.40560362
CNV/CNV-3616460-1.jpeg,resnet_baseline,1,42,mid,0.33,15.018788,0.76486486,0.5820626,0.71448743
CNV/CNV-3618489-1.jpeg,resnet_baseline,1,42,mid,0.33,13.577276,0.9224302,0.7723064,0.78265417
CNV/CNV-3618489-2.jpeg,resnet_baseline,1,42,mid,0.33,20.108,0.53714126,0.6139454,0.3594306
CNV/CNV-364469-1.jpeg,resnet_baseline,1,42,mid,0.33,13.612927,0.48799717,0.32734895,0.51072484
CNV/CNV-364469-2.jpeg,resnet_baseline,1,42,mid,0.33,20.026346,0.47448248,0.482306,0.29857287
CNV/CNV-364469-3.jpeg,resnet_baseline,1,42,mid,0.33,16.547205,0.7803842,0.656482,0.7712319
CNV/CNV-3734032-1.jpeg,resnet_baseline,1,42,mid,0.33,18.178762,0.59632933,0.44901282,0.44052076
CNV/CNV-375851-1.jpeg,resnet_baseline,1,42,mid,0.33,18.396366,0.5609356,0.5306239,0.38479632
CNV/CNV-3847391-1.jpeg,resnet_baseline,1,42,mid,0.33,20.858156,0.754668,0.66398275,0.6055414
CNV/CNV-412653-1.jpeg,resnet_baseline,1,42,mid,0.33,13.702518,0.8277105,0.767377,0.69970095
CNV/CNV-417468-1.jpeg,resnet_baseline,1,42,mid,0.33,15.342281,0.7027404,0.6888784,0.54911786
CNV/CNV-4244160-1.jpeg,resnet_baseline,1,42,mid,0.33,13.659657,0.8284281,0.7236401,0.669587
CNV/CNV-4244160-2.jpeg,resnet_baseline,1,42,mid,0.33,14.866489,0.78539133,0.6911742,0.6115308
CNV/CNV-4244160-3.jpeg,resnet_baseline,1,42,mid,0.33,16.858656,0.8267821,0.6737377,0.7363769
CNV/CNV-4274486-1.jpeg,resnet_baseline,1,42,mid,0.33,17.693472,0.8323497,0.7494714,0.85356295
CNV/CNV-4283050-1.jpeg,resnet_baseline,1,42,mid,0.33,14.440283,0.35435516,0.5252142,0.36814448
CNV/CNV-4283050-2.jpeg,resnet_baseline,1,42,mid,0.33,11.92803,0.83516544,0.81869996,0.64568174
CNV/CNV-4464785-1.jpeg,resnet_baseline,1,42,mid,0.33,26.335892,0.85460454,0.7188481,0.6931802
CNV/CNV-451136-1.jpeg,resnet_baseline,1,42,mid,0.33,23.925028,0.61124694,0.57210684,0.5820807
CNV/CNV-451136-2.jpeg,resnet_baseline,1,42,mid,0.33,24.56834,0.5506538,0.6096007,0.51747674
CNV/CNV-451136-3.jpeg,resnet_baseline,1,42,mid,0.33,18.089163,0.9206885,0.86206836,0.7733668
CNV/CNV-451136-4.jpeg,resnet_baseline,1,42,mid,0.33,21.661814,0.77699,0.7118223,0.63749623
CNV/CNV-451136-5.jpeg,resnet_baseline,1,42,mid,0.33,19.359625,0.9013692,0.8576647,0.8170059
CNV/CNV-451136-6.jpeg,resnet_baseline,1,42,mid,0.33,23.653765,0.5599385,0.43198442,0.49614227
CNV/CNV-451136-7.jpeg,resnet_baseline,1,42,mid,0.33,24.182377,0.7921988,0.7350542,0.5880408
CNV/CNV-457527-1.jpeg,resnet_baseline,1,42,mid,0.33,13.531608,0.66693366,0.5374338,0.5393584
CNV/CNV-457907-1.jpeg,resnet_baseline,1,42,mid,0.33,23.594744,0.6859189,0.6303805,0.57178754
CNV/CNV-460403-1.jpeg,resnet_baseline,1,42,mid,0.33,16.860083,0.90220904,0.8304149,0.7654164
CNV/CNV-4643364-1.jpeg,resnet_baseline,1,42,mid,0.33,15.959718,0.7420529,0.5374535,0.7055502
CNV/CNV-4674526-1.jpeg,resnet_baseline,1,42,mid,0.33,17.320055,0.05779416,0.04455129,0.11728158
CNV/CNV-4740418-1.jpeg,resnet_baseline,1,42,mid,0.33,18.465836,0.9092026,0.8162348,0.7660715
CNV/CNV-4775389-1.jpeg,resnet_baseline,1,42,mid,0.33,13.904566,0.7722868,0.57769805,0.6811394
CNV/CNV-4884091-1.jpeg,resnet_baseline,1,42,mid,0.33,13.186216,0.8843318,0.79691947,0.8109664
CNV/CNV-4907724-1.jpeg,resnet_baseline,1,42,mid,0.33,16.284275,0.71705264,0.6443391,0.58746576
CNV/CNV-4974377-1.jpeg,resnet_baseline,1,42,mid,0.33,17.23503,0.6545652,0.5713489,0.60113746
CNV/CNV-5054419-1.jpeg,resnet_baseline,1,42,mid,0.33,21.835167,0.90530235,0.7742055,0.8143681
CNV/CNV-5054419-2.jpeg,resnet_baseline,1,42,mid,0.33,24.913704,0.7027749,0.5971129,0.570687
CNV/CNV-53018-1.jpeg,resnet_baseline,1,42,mid,0.33,13.99862,0.57813054,0.41247642,0.64376247
CNV/CNV-53018-2.jpeg,resnet_baseline,1,42,mid,0.33,13.969988,0.77670383,0.6672091,0.69209266
CNV/CNV-538779-1.jpeg,resnet_baseline,1,42,mid,0.33,18.140368,0.85813403,0.6725535,0.6801553
CNV/CNV-538779-2.jpeg,resnet_baseline,1,42,mid,0.33,17.381853,0.79486907,0.63272023,0.680675
CNV/CNV-5409617-1.jpeg,resnet_baseline,1,42,mid,0.33,15.985461,0.9157639,0.7654538,0.8351126
CNV/CNV-5429703-1.jpeg,resnet_baseline,1,42,mid,0.33,14.368404,0.7689737,0.5769102,0.6909977
CNV/CNV-5429703-2.jpeg,resnet_baseline,1,42,mid,0.33,15.141409,0.8982859,0.7215933,0.72216195
CNV/CNV-5431636-1.jpeg,resnet_baseline,1,42,mid,0.33,18.808022,0.47188175,0.4074699,0.5036995
CNV/CNV-5431636-2.jpeg,resnet_baseline,1,42,mid,0.33,20.530018,0.7524415,0.6144736,0.6877045
CNV/CNV-5457415-1.jpeg,resnet_baseline,1,42,mid,0.33,16.11376,0.82522744,0.64803076,0.6512552
CNV/CNV-5536678-1.jpeg,resnet_baseline,1,42,mid,0.33,17.799248,0.7598359,0.54416734,0.65384114
CNV/CNV-5536678-2.jpeg,resnet_baseline,1,42,mid,0.33,16.723679,0.83942693,0.645072,0.8571012
CNV/CNV-5557306-1.jpeg,resnet_baseline,1,42,mid,0.33,13.37386,0.8115336,0.74404156,0.68001044
CNV/CNV-5594757-1.jpeg,resnet_baseline,1,42,mid,0.33,14.036697,0.80438924,0.7158675,0.634321
CNV/CNV-5594757-2.jpeg,resnet_baseline,1,42,mid,0.33,18.635363,0.88558984,0.68976474,0.8032398
CNV/CNV-5603164-1.jpeg,resnet_baseline,1,42,mid,0.33,21.403282,0.40989754,0.36655784,0.416265
CNV/CNV-564246-1.jpeg,resnet_baseline,1,42,mid,0.33,25.149563,0.79706687,0.8317429,0.6170852
CNV/CNV-5674369-1.jpeg,resnet_baseline,1,42,mid,0.33,24.63099,0.8774559,0.7945156,0.6783104
CNV/CNV-5674369-2.jpeg,resnet_baseline,1,42,mid,0.33,24.086555,0.8384519,0.6986541,0.65432215
CNV/CNV-5674369-3.jpeg,resnet_baseline,1,42,mid,0.33,17.930784,0.76532066,0.71098864,0.61032045
CNV/CNV-5674369-4.jpeg,resnet_baseline,1,42,mid,0.33,17.85796,0.89316595,0.8028504,0.76820076
CNV/CNV-5674369-5.jpeg,resnet_baseline,1,42,mid,0.33,16.884172,0.8944509,0.7240764,0.81321114
CNV/CNV-5760454-1.jpeg,resnet_baseline,1,42,mid,0.33,15.016374,0.6758277,0.54610735,0.66387427
CNV/CNV-5813701-1.jpeg,resnet_baseline,1,42,mid,0.33,12.90406,0.8855944,0.7138503,0.83180875
CNV/CNV-5813701-2.jpeg,resnet_baseline,1,42,mid,0.33,17.920397,0.5574723,0.54532796,0.490668
CNV/CNV-5813701-3.jpeg,resnet_baseline,1,42,mid,0.33,21.486433,0.85516435,0.827657,0.68670905
CNV/CNV-5824631-1.jpeg,resnet_baseline,1,42,mid,0.33,19.075645,0.9127705,0.8088889,0.8176324
CNV/CNV-5861916-1.jpeg,resnet_baseline,1,42,mid,0.33,17.25383,0.74061203,0.68044776,0.68206745
CNV/CNV-5861916-2.jpeg,resnet_baseline,1,42,mid,0.33,17.479507,0.89656246,0.7476697,0.7457632
CNV/CNV-5861916-3.jpeg,resnet_baseline,1,42,mid,0.33,15.930304,0.7543142,0.502113,0.6859738
CNV/CNV-5861916-4.jpeg,resnet_baseline,1,42,mid,0.33,20.14736,0.80557585,0.7371552,0.71377856
CNV/CNV-5861916-5.jpeg,resnet_baseline,1,42,mid,0.33,20.339998,0.7939528,0.76504785,0.663623
CNV/CNV-5904584-1.jpeg,resnet_baseline,1,42,mid,0.33,23.239386,0.93668807,0.8556042,0.79328
CNV/CNV-5904584-2.jpeg,resnet_baseline,1,42,mid,0.33,16.832737,0.8502242,0.5834758,0.7667953
CNV/CNV-5904584-3.jpeg,resnet_baseline,1,42,mid,0.33,14.764987,0.82526326,0.62628984,0.75243896
CNV/CNV-5969175-1.jpeg,resnet_baseline,1,42,mid,0.33,17.811638,0.8512501,0.7169343,0.6657647
CNV/CNV-5969175-2.jpeg,resnet_baseline,1,42,mid,0.33,16.709902,0.8644049,0.7090322,0.75526464
CNV/CNV-6053140-1.jpeg,resnet_baseline,1,42,mid,0.33,15.553404,0.72419596,0.6088854,0.6583533
CNV/CNV-6190971-1.jpeg,resnet_baseline,1,42,mid,0.33,23.028486,0.83722794,0.85218316,0.6917737
CNV/CNV-6215140-1.jpeg,resnet_baseline,1,42,mid,0.33,20.934093,0.7113674,0.43496808,0.65861076
CNV/CNV-6215140-2.jpeg,resnet_baseline,1,42,mid,0.33,25.97547,0.84783614,0.76497865,0.66548014
CNV/CNV-624911-1.jpeg,resnet_baseline,1,42,mid,0.33,24.554003,0.75187975,0.6836966,0.58963597
CNV/CNV-624911-2.jpeg,resnet_baseline,1,42,mid,0.33,19.540062,0.7530549,0.6901087,0.57688034
CNV/CNV-624911-3.jpeg,resnet_baseline,1,42,mid,0.33,25.622581,0.9480667,0.8137803,0.81524926
CNV/CNV-6256161-1.jpeg,resnet_baseline,1,42,mid,0.33,12.644037,0.5360862,0.39069635,0.65939
CNV/CNV-732516-1.jpeg,resnet_baseline,1,42,mid,0.33,16.849623,0.72104895,0.5234414,0.68400717
CNV/CNV-732516-2.jpeg,resnet_baseline,1,42,mid,0.33,14.415503,0.86623704,0.7287408,0.7740588
CNV/CNV-732516-3.jpeg,resnet_baseline,1,42,mid,0.33,16.788513,0.86278355,0.62339044,0.79141134
CNV/CNV-732516-4.jpeg,resnet_baseline,1,42,mid,0.33,16.488892,0.8888477,0.72758746,0.7738346
CNV/CNV-743852-1.jpeg,resnet_baseline,1,42,mid,0.33,23.80976,0.8941374,0.8526433,0.7338253
CNV/CNV-776149-1.jpeg,resnet_baseline,1,42,mid,0.33,16.683466,0.8436005,0.7047999,0.79452014
CNV/CNV-779442-1.jpeg,resnet_baseline,1,42,mid,0.33,13.623027,0.74803436,0.6225854,0.6511776
CNV/CNV-779442-2.jpeg,resnet_baseline,1,42,mid,0.33,10.577998,0.6427728,0.49244684,0.504835
CNV/CNV-779442-3.jpeg,resnet_baseline,1,42,mid,0.33,12.063886,0.65157145,0.55348146,0.6404794
CNV/CNV-781814-1.jpeg,resnet_baseline,1,42,mid,0.33,18.574478,0.37870586,0.321422,0.44668654
CNV/CNV-794538-1.jpeg,resnet_baseline,1,42,mid,0.33,11.886362,0.5448936,0.3137393,0.5961233
CNV/CNV-794538-2.jpeg,resnet_baseline,1,42,mid,0.33,16.27793,0.75122905,0.51995385,0.74338305
CNV/CNV-81630-1.jpeg,resnet_baseline,1,42,mid,0.33,17.81151,0.71487635,0.62119937,0.60836124
CNV/CNV-81630-2.jpeg,resnet_baseline,1,42,mid,0.33,18.561394,0.65195036,0.42366493,0.55137825
CNV/CNV-81630-3.jpeg,resnet_baseline,1,42,mid,0.33,14.182066,0.83747184,0.68267936,0.66941786
CNV/CNV-81630-4.jpeg,resnet_baseline,1,42,mid,0.33,15.950618,0.85257816,0.6919835,0.7261667
CNV/CNV-827677-1.jpeg,resnet_baseline,1,42,mid,0.33,23.21736,0.88922644,0.7259738,0.7836902
CNV/CNV-830921-1.jpeg,resnet_baseline,1,42,mid,0.33,15.597241,0.62200963,0.6111537,0.65058756
CNV/CNV-865813-1.jpeg,resnet_baseline,1,42,mid,0.33,14.802228,0.8065741,0.5336754,0.7322935
