image_id,model,serial,seed,mahalanobis_distance,cosine_CNV,cosine_DME,cosine_DRUSEN
CNV/CNV-2725524-1.jpeg,resnet_baseline,1,42,29.462843,0.9820609,0.6513512,0.5214189
CNV/CNV-2725524-2.jpeg,resnet_baseline,1,42,26.358643,0.89563954,0.8538797,0.3596996
CNV/CNV-2760476-1.jpeg,resnet_baseline,1,42,29.385527,0.98130083,0.72580016,0.51980263
CNV/CNV-2959614-1.jpeg,resnet_baseline,1,42,41.677887,0.93969727,0.7395161,0.37459332
CNV/CNV-2959614-2.jpeg,resnet_baseline,1,42,27.279411,0.96787786,0.69832504,0.46844342
CNV/CNV-2959614-3.jpeg,resnet_baseline,1,42,17.518847,0.89292765,0.5872797,0.7477734
CNV/CNV-2959614-4.jpeg,resnet_baseline,1,42,20.740759,0.94674253,0.65569365,0.59643245
CNV/CNV-3030629-1.jpeg,resnet_baseline,1,42,31.576445,0.9638748,0.76876634,0.46273947
CNV/CNV-3080163-1.jpeg,resnet_baseline,1,42,42.274506,0.9411721,0.7489875,0.41574824
CNV/CNV-3080163-2.jpeg,resnet_baseline,1,42,46.798096,0.91115034,0.7167104,0.3287201
CNV/CNV-3119854-1.jpeg,resnet_baseline,1,42,40.828224,0.9532511,0.7143794,0.480591
CNV/CNV-3163547-1.jpeg,resnet_baseline,1,42,37.56882,0.9794209,0.6836415,0.5069086
CNV/CNV-3200277-1.jpeg,resnet_baseline,1,42,32.539803,0.9289184,0.77457434,0.35180637
CNV/CNV-3200277-2.jpeg,resnet_baseline,1,42,33.62511,0.92120963,0.83023286,0.48314267
CNV/CNV-3213586-1.jpeg,resnet_baseline,1,42,36.15028,0.97441185,0.54728913,0.5935575
CNV/CNV-3241692-1.jpeg,resnet_baseline,1,42,32.880486,0.9567083,0.5450374,0.7786957
CNV/CNV-3241692-2.jpeg,resnet_baseline,1,42,41.814034,0.94964695,0.5457318,0.53078675
CNV/CNV-328435-1.jpeg,resnet_baseline,1,42,21.426054,0.97786146,0.71851665,0.70380384
CNV/CNV-3300060-1.jpeg,resnet_baseline,1,42,39.831387,0.9409214,0.78171694,0.42732394
CNV/CNV-338282-1.jpeg,resnet_baseline,1,42,21.793793,0.97970086,0.71886355,0.5555786
CNV/CNV-3424668-1.jpeg,resnet_baseline,1,42,18.005747,0.9547931,0.6882359,0.5945063
CNV/CNV-3432812-1.jpeg,resnet_baseline,1,42,24.024446,0.9600809,0.6718075,0.78192556
CNV/CNV-3459091-1.jpeg,resnet_baseline,1,42,39.316837,0.926515,0.7382272,0.3421477
CNV/CNV-3541867-1.jpeg,resnet_baseline,1,42,29.326735,0.98624676,0.6061926,0.698509
CNV/CNV-3616460-1.jpeg,resnet_baseline,1,42,20.638159,0.96410537,0.5071417,0.77667797
CNV/CNV-3618489-1.jpeg,resnet_baseline,1,42,30.550333,0.9650856,0.7711601,0.46832433
CNV/CNV-3618489-2.jpeg,resnet_baseline,1,42,32.92827,0.8581773,0.9011278,0.4047801
CNV/CNV-364469-1.jpeg,resnet_baseline,1,42,37.51116,0.95283866,0.4270845,0.70342946
CNV/CNV-364469-2.jpeg,resnet_baseline,1,42,32.126553,0.9845831,0.56032884,0.6550534
CNV/CNV-364469-3.jpeg,resnet_baseline,1,42,48.49299,0.95358515,0.50376236,0.6332446
CNV/CNV-3734032-1.jpeg,resnet_baseline,1,42,30.535479,0.9856352,0.65218246,0.59498703
CNV/CNV-375851-1.jpeg,resnet_baseline,1,42,31.13554,0.95692307,0.5332302,0.46845996
CNV/CNV-3847391-1.jpeg,resnet_baseline,1,42,34.409958,0.9778418,0.5103562,0.6486733
CNV/CNV-412653-1.jpeg,resnet_baseline,1,42,21.122839,0.97311014,0.651273,0.7240012
CNV/CNV-417468-1.jpeg,resnet_baseline,1,42,28.99038,0.9471214,0.76652396,0.40107355
CNV/CNV-4244160-1.jpeg,resnet_baseline,1,42,25.817516,0.94045836,0.7468777,0.38143146
CNV/CNV-4244160-2.jpeg,resnet_baseline,1,42,28.129349,0.9381666,0.76955867,0.37748915
CNV/CNV-4244160-3.jpeg,resnet_baseline,1,42,32.226765,0.94985074,0.7872062,0.42707074
CNV/CNV-4274486-1.jpeg,resnet_baseline,1,42,27.047459,0.92291486,0.8072501,0.6956965
CNV/CNV-4283050-1.jpeg,resnet_baseline,1,42,31.462986,0.80842185,0.9474982,0.32841974
CNV/CNV-4283050-2.jpeg,resnet_baseline,1,42,23.811615,0.9551749,0.7537552,0.44316155
CNV/CNV-4464785-1.jpeg,resnet_baseline,1,42,39.466938,0.96551085,0.628041,0.5339401
CNV/CNV-451136-1.jpeg,resnet_baseline,1,42,34.977238,0.9157175,0.80025667,0.33051848
CNV/CNV-451136-2.jpeg,resnet_baseline,1,42,26.456762,0.95664895,0.7868265,0.44798446
CNV/CNV-451136-3.jpeg,resnet_baseline,1,42,29.494402,0.9633341,0.7598679,0.44987145
CNV/CNV-451136-4.jpeg,resnet_baseline,1,42,46.23555,0.8870177,0.7699501,0.27194837
CNV/CNV-451136-5.jpeg,resnet_baseline,1,42,30.671947,0.8761207,0.854844,0.30364153
CNV/CNV-451136-6.jpeg,resnet_baseline,1,42,29.695017,0.91465014,0.69612867,0.27674884
CNV/CNV-451136-7.jpeg,resnet_baseline,1,42,32.912914,0.94385755,0.79457664,0.41206175
CNV/CNV-457527-1.jpeg,resnet_baseline,1,42,39.707344,0.95734495,0.73387957,0.47795093
CNV/CNV-457907-1.jpeg,resnet_baseline,1,42,36.13229,0.9702567,0.7127017,0.47367066
CNV/CNV-460403-1.jpeg,resnet_baseline,1,42,35.59698,0.91356444,0.7924941,0.32352918
CNV/CNV-4643364-1.jpeg,resnet_baseline,1,42,32.97053,0.9702306,0.5342722,0.5491203
CNV/CNV-4674526-1.jpeg,resnet_baseline,1,42,38.84983,0.9576274,0.6617073,0.49018857
CNV/CNV-4740418-1.jpeg,resnet_baseline,1,42,23.899227,0.90001273,0.86283404,0.4398322
CNV/CNV-4775389-1.jpeg,resnet_baseline,1,42,30.493593,0.9507545,0.3898738,0.65365773
CNV/CNV-4884091-1.jpeg,resnet_baseline,1,42,33.10291,0.98882365,0.6872542,0.5696976
CNV/CNV-4907724-1.jpeg,resnet_baseline,1,42,35.48822,0.97873044,0.6198497,0.5417307
CNV/CNV-4974377-1.jpeg,resnet_baseline,1,42,23.543907,0.96589047,0.483268,0.77518475
CNV/CNV-5054419-1.jpeg,resnet_baseline,1,42,34.754913,0.980078,0.6674084,0.69965065
CNV/CNV-5054419-2.jpeg,resnet_baseline,1,42,49.70335,0.9265479,0.6327423,0.3719414
CNV/CNV-53018-1.jpeg,resnet_baseline,1,42,24.85484,0.98092055,0.70332634,0.68924284
CNV/CNV-53018-2.jpeg,resnet_baseline,1,42,27.537977,0.9576102,0.4660712,0.7935817
CNV/CNV-538779-1.jpeg,resnet_baseline,1,42,34.859642,0.962766,0.59141624,0.47900617
CNV/CNV-538779-2.jpeg,resnet_baseline,1,42,50.8614,0.94112146,0.49614805,0.503915
CNV/CNV-5409617-1.jpeg,resnet_baseline,1,42,33.173477,0.9713149,0.6260407,0.47350058
CNV/CNV-5429703-1.jpeg,resnet_baseline,1,42,32.520927,0.9823271,0.5985067,0.52686876
CNV/CNV-5429703-2.jpeg,resnet_baseline,1,42,35.14716,0.9648202,0.6589792,0.43377984
CNV/CNV-5431636-1.jpeg,resnet_baseline,1,42,35.00512,0.9358836,0.5255105,0.84751713
CNV/CNV-5431636-2.jpeg,resnet_baseline,1,42,40.362167,0.9426526,0.6867746,0.41432732
CNV/CNV-5457415-1.jpeg,resnet_baseline,1,42,31.23225,0.9787616,0.64477694,0.5225041
CNV/CNV-5536678-1.jpeg,resnet_baseline,1,42,32.103474,0.9759189,0.54243046,0.5277459
CNV/CNV-5536678-2.jpeg,resnet_baseline,1,42,20.783518,0.9870397,0.56148446,0.71819365
CNV/CNV-5557306-1.jpeg,resnet_baseline,1,42,23.914978,0.9913113,0.56330925,0.704487
CNV/CNV-5594757-1.jpeg,resnet_baseline,1,42,27.850191,0.9921833,0.57016665,0.63282776
CNV/CNV-5594757-2.jpeg,resnet_baseline,1,42,44.15021,0.93251014,0.51546925,0.42966467
CNV/CNV-5603164-1.jpeg,resnet_baseline,1,42,44.982788,0.9391931,0.5603386,0.42019022
CNV/CNV-564246-1.jpeg,resnet_baseline,1,42,22.064466,0.8895086,0.67309237,0.25318134
CNV/CNV-5674369-1.jpeg,resnet_baseline,1,42,28.089516,0.97802526,0.6691145,0.47227395
CNV/CNV-5674369-2.jpeg,resnet_baseline,1,42,20.90584,0.94685656,0.6950748,0.3936997
CNV/CNV-5674369-3.jpeg,resnet_baseline,1,42,34.14772,0.98467904,0.58241737,0.59176517
CNV/CNV-5674369-4.jpeg,resnet_baseline,1,42,22.519073,0.9870741,0.544679,0.7102171
CNV/CNV-5674369-5.jpeg,resnet_baseline,1,42,25.43534,0.98970985,0.7165184,0.56279194
CNV/CNV-5760454-1.jpeg,resnet_baseline,1,42,23.721752,0.9264065,0.54686797,0.8600657
CNV/CNV-5813701-1.jpeg,resnet_baseline,1,42,27.204062,0.9796372,0.58757263,0.5173213
CNV/CNV-5813701-2.jpeg,resnet_baseline,1,42,36.27894,0.95080507,0.768666,0.4492934
CNV/CNV-5813701-3.jpeg,resnet_baseline,1,42,42.817097,0.9122864,0.748827,0.3222795
CNV/CNV-5824631-1.jpeg,resnet_baseline,1,42,27.650805,0.98706675,0.69400144,0.52396953
CNV/CNV-5861916-1.jpeg,resnet_baseline,1,42,28.31556,0.89236283,0.85592437,0.34682477
CNV/CNV-5861916-2.jpeg,resnet_baseline,1,42,35.79501,0.90571886,0.8158884,0.31759715
CNV/CNV-5861916-3.jpeg,resnet_baseline,1,42,43.331146,0.9397794,0.6311573,0.39142647
CNV/CNV-5861916-4.jpeg,resnet_baseline,1,42,31.026686,0.88996994,0.7858373,0.2548259
CNV/CNV-5861916-5.jpeg,resnet_baseline,1,42,30.351105,0.90510625,0.85642993,0.38192907
CNV/CNV-5904584-1.jpeg,resnet_baseline,1,42,34.611404,0.95969254,0.7484424,0.42937914
CNV/CNV-5904584-2.jpeg,resnet_baseline,1,42,39.16499,0.9588371,0.48474383,0.71901405
CNV/CNV-5904584-3.jpeg,resnet_baseline,1,42,43.11761,0.94083345,0.7339688,0.39312387
CNV/CNV-5969175-1.jpeg,resnet_baseline,1,42,38.335075,0.96874213,0.632078,0.6156948
CNV/CNV-5969175-2.jpeg,resnet_baseline,1,42,38.738987,0.9821147,0.64699656,0.6697289
CNV/CNV-6053140-1.jpeg,resnet_baseline,1,42,31.99762,0.95174086,0.40945536,0.7107236
CNV/CNV-6190971-1.jpeg,resnet_baseline,1,42,23.39397,0.93372166,0.8363596,0.4516716
CNV/CNV-6215140-1.jpeg,resnet_baseline,1,42,37.570457,0.9625613,0.5496644,0.60545015
CNV/CNV-6215140-2.jpeg,resnet_baseline,1,42,31.592682,0.95764136,0.7282574,0.4223622
CNV/CNV-624911-1.jpeg,resnet_baseline,1,42,38.708076,0.9356897,0.7235669,0.38242054
CNV/CNV-624911-2.jpeg,resnet_baseline,1,42,32.32863,0.98503727,0.6693091,0.5973718
CNV/CNV-624911-3.jpeg,resnet_baseline,1,42,38.163124,0.91923463,0.78580093,0.33544776
CNV/CNV-6256161-1.jpeg,resnet_baseline,1,42,17.735594,0.8912177,0.40885478,0.86042666
CNV/CNV-732516-1.jpeg,resnet_baseline,1,42,34.985508,0.97240305,0.58473766,0.5351634
CNV/CNV-732516-2.jpeg,resnet_baseline,1,42,35.260452,0.97131205,0.51808965,0.663068
CNV/CNV-732516-3.jpeg,resnet_baseline,1,42,37.469,0.9257462,0.36824626,0.56567794
CNV/CNV-732516-4.jpeg,resnet_baseline,1,42,41.907993,0.9679017,0.5532397,0.5064125
CNV/CNV-743852-1.jpeg,resnet_baseline,1,42,23.146557,0.93664664,0.70973015,0.36673453
CNV/CNV-776149-1.jpeg,resnet_baseline,1,42,36.33732,0.96752363,0.57967615,0.5481208
CNV/CNV-779442-1.jpeg,resnet_baseline,1,42,28.64049,0.9470406,0.8097453,0.61406827
CNV/CNV-779442-2.jpeg,resnet_baseline,1,42,25.12229,0.9841228,0.6084127,0.56274796
CNV/CNV-779442-3.jpeg,resnet_baseline,1,42,20.30378,0.94074047,0.4609965,0.6812663
CNV/CNV-781814-1.jpeg,resnet_baseline,1,42,32.67818,0.9770411,0.5508771,0.7224794
CNV/CNV-794538-1.jpeg,resnet_baseline,1,42,18.779312,0.9590282,0.4617563,0.7314832
CNV/CNV-794538-2.jpeg,resnet_baseline,1,42,26.329052,0.97383356,0.52760834,0.531988
CNV/CNV-81630-1.jpeg,resnet_baseline,1,42,25.452612,0.9932298,0.5720296,0.6012428
CNV/CNV-81630-2.jpeg,resnet_baseline,1,42,22.825912,0.9494315,0.68583906,0.37143838
CNV/CNV-81630-3.jpeg,resnet_baseline,1,42,34.262894,0.9836308,0.59638107,0.5492562
CNV/CNV-81630-4.jpeg,resnet_baseline,1,42,17.660145,0.95791596,0.520955,0.59503996
CNV/CNV-827677-1.jpeg,resnet_baseline,1,42,24.01551,0.9897865,0.6018895,0.5612377
CNV/CNV-830921-1.jpeg,resnet_baseline,1,42,24.889503,0.9510821,0.6934085,0.7682373
CNV/CNV-865813-1.jpeg,resnet_baseline,1,42,25.542034,0.9965404,0.65363765,0.60909563
CNV/CNV-904464-1.jpeg,resnet_baseline,1,42,33.881447,0.9708675,0.5546591,0.5761187
CNV/CNV-904464-2.jpeg,resnet_baseline,1,42,43.568684,0.948225,0.56091523,0.4754464
CNV/CNV-904464-3.jpeg,resnet_baseline,1,42,34.58875,0.96085334,0.7376993,0.4532085
CNV/CNV-904464-4.jpeg,resnet_baseline,1,42,24.166416,0.97618866,0.76396304,0.5653465
CNV/CNV-909994-1.jpeg,resnet_baseline,1,42,25.465122,0.96848595,0.76206046,0.4876842
CNV/CNV-933576-1.jpeg,resnet_baseline,1,42,42.19413,0.9670372,0.6855972,0.4841342
CNV/CNV-933576-2.jpeg,resnet_baseline,1,42,32.723343,0.98063517,0.5568372,0.57959616
CNV/CNV-933576-3.jpeg,resnet_baseline,1,42,35.65923,0.9778396,0.6398265,0.4986704
CNV/CNV-933576-4.jpeg,resnet_baseline,1,42,30.550083,0.9420608,0.8247844,0.44429216
CNV/CNV-954024-1.jpeg,resnet_baseline,1,42,29.922619,0.97869617,0.57065773,0.54359126
CNV/CNV-987193-1.jpeg,resnet_baseline,1,42,45.52851,0.9479865,0.7571547,0.44762272
CNV/CNV-987193-2.jpeg,resnet_baseline,1,42,39.435917,0.9424936,0.7559635,0.4321452
CNV/CNV-995513-1.jpeg,resnet_baseline,1,42,16.866875,0.9268483,0.39757943,0.78500265
DME/DME-1081406-1.jpeg,resnet_baseline,1,42,29.559801,0.5920529,0.99517465,0.21996517
DME/DME-1102486-1.jpeg,resnet_baseline,1,42,36.617733,0.6316948,0.9885489,0.23252444
DME/DME-1102486-2.jpeg,resnet_baseline,1,42,27.115007,0.6058605,0.9974293,0.2512297
DME/DME-1102486-3.jpeg,resnet_baseline,1,42,27.311562,0.5891758,0.99554926,0.2471354
DME/DME-1102486-4.jpeg,resnet_baseline,1,42,35.64957,0.5892875,0.986315,0.1936698
DME/DME-11053-1.jpeg,resnet_baseline,1,42,27.770561,0.62875235,0.9921671,0.2736333
DME/DME-119840-1.jpeg,resnet_baseline,1,42,38.422756,0.5818471,0.98360723,0.20396739
DME/DME-1274315-1.jpeg,resnet_baseline,1,42,25.59716,0.62144077,0.9840504,0.30617732
DME/DME-1274315-2.jpeg,resnet_baseline,1,42,31.05984,0.6484525,0.9945781,0.260519
DME/DME-138971-1.jpeg,resnet_baseline,1,42,24.70888,0.5370443,0.9837385,0.2210036
DME/DME-138971-2.jpeg,resnet_baseline,1,42,35.354317,0.45803428,0.93844545,0.16728304
DME/DME-1430899-1.jpeg,resnet_baseline,1,42,26.610458,0.8357197,0.8571248,0.6543734
DME/DME-1479682-1.jpeg,resnet_baseline,1,42,27.705994,0.59469384,0.9965663,0.24359906
DME/DME-15208-1.jpeg,resnet_baseline,1,42,30.490137,0.6341668,0.9932114,0.2438563
DME/DME-15208-2.jpeg,resnet_baseline,1,42,25.947903,0.7241206,0.9845144,0.3895236
DME/DME-2091157-1.jpeg,resnet_baseline,1,42,33.448257,0.7637917,0.9176187,0.55108905
DME/DME-2105194-1.jpeg,resnet_baseline,1,42,33.866814,0.5152019,0.9655062,0.13092169
DME/DME-2126962-1.jpeg,resnet_baseline,1,42,37.56253,0.5132765,0.95500654,0.19581532
DME/DME-2261889-1.jpeg,resnet_baseline,1,42,30.74346,0.6122281,0.99690443,0.23406184
