model,serial,seed,epoch,checkpoint_mode,checkpoint_filename,complete_run,sample_index,image_id,image_path,true_label_index,true_label,predicted_label_index,predicted_label,prob_CNV,prob_DME,prob_DRUSEN,prob_NORMAL,logit_CNV,logit_DME,logit_DRUSEN,logit_NORMAL,confidence,entropy,normalized_entropy,classification_margin,energy_T1,is_correct,predicted_NORMAL,safe_NORMAL,false_NORMAL
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,736,NORMAL/NORMAL-119840-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-119840-1.jpeg,3,NORMAL,3,NORMAL,6.085785571485758e-06,0.0018097495194524527,0.0025574255269020796,0.99562668800354,-7.380022048950195,-1.685034155845642,-1.339221477508545,4.625149726867676,0.9956267,0.031129252,0.022455009,0.9930693,-4.629533,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,737,NORMAL/NORMAL-12494-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-12494-1.jpeg,3,NORMAL,3,NORMAL,3.6003523291583406e-06,9.005804713524412e-06,0.0006716939387843013,0.9993157386779785,-6.382721900939941,-5.465884685516357,-1.1539514064788818,6.151072025299072,0.99931574,0.0057409815,0.0041412427,0.99864405,-6.151757,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,738,NORMAL/NORMAL-12494-2.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-12494-2.jpeg,3,NORMAL,3,NORMAL,5.689133075748032e-08,2.9898935736127896e-06,0.00014533234934788197,0.9998515844345093,-9.25638484954834,-5.294534683227539,-1.4107494354248047,7.425589561462402,0.9998516,0.0014716133,0.0010615446,0.99970627,-7.425738,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,739,NORMAL/NORMAL-12494-3.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-12494-3.jpeg,3,NORMAL,3,NORMAL,2.1521682356251404e-06,0.00014498972450383008,0.0004502106748986989,0.999402642250061,-7.3318891525268555,-3.1217024326324463,-1.988649606704712,5.71654748916626,0.99940264,0.0053760363,0.0038779904,0.99895245,-5.717145,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,740,NORMAL/NORMAL-12494-4.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-12494-4.jpeg,3,NORMAL,3,NORMAL,6.600926667488238e-07,0.0001355480490019545,0.000400656572310254,0.9994631409645081,-8.243833541870117,-2.9191324710845947,-1.8353540897369385,5.986514568328857,0.99946314,0.0048874225,0.0035255302,0.9990625,-5.9870515,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,741,NORMAL/NORMAL-12494-5.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-12494-5.jpeg,3,NORMAL,3,NORMAL,4.653972212054214e-07,3.460991592874052e-06,0.000435576745076105,0.999560534954071,-7.862631797790527,-5.856213092803955,-1.0210973024368286,6.7173027992248535,0.99956053,0.003860531,0.0027847844,0.99912494,-6.7177424,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,742,NORMAL/NORMAL-133321-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-133321-1.jpeg,3,NORMAL,3,NORMAL,1.4369334166985936e-06,1.3544589819503017e-05,0.00010721210855990648,0.9998778104782104,-6.74752950668335,-4.504053592681885,-2.4352312088012695,6.705347537994385,0.9998778,0.0012733354,0.00091851735,0.9997706,-6.7054696,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,743,NORMAL/NORMAL-138971-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-138971-1.jpeg,3,NORMAL,3,NORMAL,4.56664838566212e-06,0.00010910347191384062,0.0024475734680891037,0.9974387884140015,-7.043972969055176,-3.870455741882324,-0.7598999738693237,5.2501935958862305,0.9974388,0.01832588,0.013219329,0.99499124,-5.252758,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,744,NORMAL/NORMAL-15208-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-15208-1.jpeg,3,NORMAL,3,NORMAL,4.1748648072825745e-05,0.00014798541087657213,0.001339107402600348,0.998471200466156,-5.35709810256958,-4.09165096282959,-1.8890061378479004,4.725215911865234,0.9984712,0.012112815,0.008737549,0.9971321,-4.726746,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,745,NORMAL/NORMAL-15307-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-15307-1.jpeg,3,NORMAL,3,NORMAL,0.00019838557636830956,0.000572406395804137,0.006860732100903988,0.9923685193061829,-4.492655277252197,-3.4330191612243652,-0.9492987394332886,4.024981498718262,0.9923685,0.04774674,0.034441993,0.9855078,-4.0326424,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,746,NORMAL/NORMAL-153950-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-153950-1.jpeg,3,NORMAL,3,NORMAL,4.126023256389999e-08,8.278389600491209e-07,0.00013096809561830014,0.9998681545257568,-9.225435256958008,-6.226515293121338,-1.162624716758728,7.7778000831604,0.99986815,0.0013150594,0.0009486148,0.9997372,-7.7779317,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,747,NORMAL/NORMAL-1746717-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1746717-1.jpeg,3,NORMAL,3,NORMAL,1.5677960618631914e-07,2.726249658735469e-05,0.00010060660861199722,0.9998719692230225,-8.813194274902344,-3.654768466949463,-2.349061965942383,6.855102062225342,0.99987197,0.0013430205,0.0009687845,0.99977136,-6.85523,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,748,NORMAL/NORMAL-1759350-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1759350-1.jpeg,3,NORMAL,3,NORMAL,1.0170434734391165e-06,4.4898104533785954e-05,0.0010635567596182227,0.9988905787467957,-7.886720657348633,-4.09922456741333,-0.9342460036277771,5.910780429840088,0.9988906,0.008853574,0.006386504,0.997827,-5.9118905,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,749,NORMAL/NORMAL-1781140-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1781140-1.jpeg,3,NORMAL,3,NORMAL,3.2585874578217044e-05,4.511076622293331e-05,0.0015031825751066208,0.9984191656112671,-5.138073921203613,-4.812831401824951,-1.3066127300262451,5.191976070404053,0.99841917,0.012138589,0.008756141,0.996916,-5.193558,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,750,NORMAL/NORMAL-1791409-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1791409-1.jpeg,3,NORMAL,3,NORMAL,8.038055966608226e-06,0.0003089135861955583,0.0020073659252375364,0.9976757168769836,-6.66312837600708,-3.014253854751587,-1.1427366733551025,5.065868377685547,0.9976757,0.017380267,0.012537213,0.99566835,-5.0681953,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,751,NORMAL/NORMAL-1831654-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1831654-1.jpeg,3,NORMAL,3,NORMAL,6.635280556110956e-07,6.32775409030728e-05,0.00034896130091510713,0.9995871186256409,-8.044454574584961,-3.4867403507232666,-1.7793092727661133,6.1808271408081055,0.9995871,0.003811925,0.0027497227,0.99923813,-6.18124,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,752,NORMAL/NORMAL-1853526-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1853526-1.jpeg,3,NORMAL,3,NORMAL,5.064697688794695e-06,1.5769483070471324e-05,0.0032294790726155043,0.9967496395111084,-6.692235469818115,-5.556452751159668,-0.23445379734039307,5.497725009918213,0.99674964,0.022003664,0.015872288,0.99352014,-5.500981,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,753,NORMAL/NORMAL-1860310-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1860310-1.jpeg,3,NORMAL,3,NORMAL,6.25785378360888e-06,0.00020837275951635092,0.0006937235011719167,0.999091625213623,-6.515570163726807,-3.0100789070129395,-1.8073339462280273,5.465194225311279,0.9990916,0.0077949017,0.005622833,0.9983979,-5.466103,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,754,NORMAL/NORMAL-1897894-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1897894-1.jpeg,3,NORMAL,3,NORMAL,7.580821659303183e-08,0.00010168150038225576,0.00022587424609810114,0.9996724128723145,-9.79938793182373,-2.597994565963745,-1.799861192703247,6.595343112945557,0.9996724,0.0031599365,0.0022794125,0.9994465,-6.5956707,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,755,NORMAL/NORMAL-1907560-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1907560-1.jpeg,3,NORMAL,3,NORMAL,0.00018082828319165856,0.00012028333730995655,0.015621919184923172,0.9840770363807678,-4.536189079284668,-4.943885803222656,-0.07730619609355927,4.065722942352295,0.98407704,0.08341234,0.060169287,0.96845514,-4.081774,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,756,NORMAL/NORMAL-1908313-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1908313-1.jpeg,3,NORMAL,3,NORMAL,0.00012072452955180779,1.9675191651913337e-05,0.03582918643951416,0.964030385017395,-4.871294021606445,-6.685446739196777,0.8217127919197083,4.114072799682617,0.9640304,0.15589227,0.1124525,0.9282012,-4.1507053,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,757,NORMAL/NORMAL-1951042-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1951042-1.jpeg,3,NORMAL,3,NORMAL,1.3853892255610845e-07,8.081402484094724e-05,0.00021195405861362815,0.999707043170929,-9.270186424255371,-2.9014320373535156,-1.9372127056121826,6.521635055541992,0.99970704,0.0028495907,0.002055545,0.9994951,-6.521928,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,758,NORMAL/NORMAL-1957379-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1957379-1.jpeg,3,NORMAL,3,NORMAL,1.0471749192220159e-06,1.9223180061089806e-05,0.0008639133884571493,0.9991157650947571,-7.550904273986816,-4.6408843994140625,-0.8355283141136169,6.217625141143799,0.99911577,0.007201093,0.0051944903,0.99825186,-6.2185097,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,759,NORMAL/NORMAL-197082-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-197082-1.jpeg,3,NORMAL,3,NORMAL,7.156019273679703e-05,0.0017502278788015246,0.005288265645503998,0.9928898811340332,-5.588263988494873,-2.3913021087646484,-1.2855579853057861,3.9495716094970703,0.9928899,0.046600774,0.033615354,0.98760164,-3.956707,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,760,NORMAL/NORMAL-1983894-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1983894-1.jpeg,3,NORMAL,3,NORMAL,4.424366579769412e-06,3.2172101782634854e-05,0.00037633575266227126,0.9995871186256409,-6.3728766441345215,-4.388903617858887,-1.9295213222503662,5.955094337463379,0.9995871,0.0037675612,0.0027177208,0.9992108,-5.9555073,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,761,NORMAL/NORMAL-1988065-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1988065-1.jpeg,3,NORMAL,3,NORMAL,3.7640037930941617e-07,6.441766799980542e-06,0.0001785454951459542,0.9998146891593933,-7.8588128089904785,-5.018907070159912,-1.696866750717163,6.933614730834961,0.9998147,0.001808825,0.0013047914,0.9996362,-6.9338,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,762,NORMAL/NORMAL-1989796-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1989796-1.jpeg,3,NORMAL,3,NORMAL,9.48636734392494e-05,9.51733163674362e-05,0.003561845514923334,0.9962480664253235,-4.714663982391357,-4.711405277252197,-1.0890705585479736,4.544646739959717,0.99624807,0.02558472,0.018455474,0.9926862,-4.5484056,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,763,NORMAL/NORMAL-1998191-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-1998191-1.jpeg,3,NORMAL,3,NORMAL,5.987424174236367e-07,4.295154667488532e-06,0.0003310058091301471,0.9996640682220459,-7.616568088531494,-5.6461567878723145,-1.3015081882476807,6.7115302085876465,0.99966407,0.0030500076,0.0022001155,0.9993331,-6.7118664,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,764,NORMAL/NORMAL-2010714-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-2010714-1.jpeg,3,NORMAL,3,NORMAL,5.8057787555299e-07,0.0003004810423590243,0.00013596852659247816,0.9995629191398621,-8.22574520111084,-1.976629614830017,-2.769590377807617,6.133059501647949,0.9995629,0.004092801,0.0029523317,0.99926245,-6.1334968,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,765,NORMAL/NORMAL-2011412-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-2011412-1.jpeg,3,NORMAL,3,NORMAL,1.6163230611709878e-05,2.624126682349015e-05,0.0009427327895537019,0.9990148544311523,-5.436282634735107,-4.951688766479492,-1.3702385425567627,5.595503330230713,0.99901485,0.008007546,0.0057762233,0.99807215,-5.596489,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,766,NORMAL/NORMAL-2019006-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-2019006-1.jpeg,3,NORMAL,3,NORMAL,1.1233225450268947e-05,0.000436035159509629,0.0015433718217536807,0.9980093836784363,-6.423996925354004,-2.765150785446167,-1.5011489391326904,4.970644474029541,0.9980094,0.015482061,0.011167946,0.99646604,-4.972637,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,767,NORMAL/NORMAL-2019423-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-2019423-1.jpeg,3,NORMAL,3,NORMAL,1.1265659850323573e-05,0.0001008281105896458,0.002263856353238225,0.9976240992546082,-6.261351585388184,-4.069693088531494,-0.9582854509353638,5.130021572113037,0.9976241,0.0172177,0.012419945,0.99536026,-5.1324005,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,768,NORMAL/NORMAL-2055634-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-2055634-1.jpeg,3,NORMAL,3,NORMAL,1.1532722055562772e-05,7.390644896076992e-05,0.0013572413008660078,0.9985572695732117,-6.090933322906494,-4.233321666717529,-1.3229122161865234,5.277945041656494,0.99855727,0.011236787,0.008105628,0.9972,-5.279389,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,769,NORMAL/NORMAL-2059629-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-2059629-1.jpeg,3,NORMAL,3,NORMAL,3.5880853488379216e-07,0.00028380670119076967,0.00015624224033672363,0.9995595812797546,-8.660294532775879,-1.987034559249878,-2.583920478820801,6.179742336273193,0.9995596,0.004132881,0.0029812434,0.9992758,-6.180183,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,770,NORMAL/NORMAL-2075832-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-2075832-1.jpeg,3,NORMAL,3,NORMAL,3.1242216209648177e-06,0.0003293786430731416,0.0013699056580662727,0.9982976317405701,-7.369449138641357,-2.71142578125,-1.2861368656158447,5.305172920227051,0.99829763,0.0134133855,0.009675712,0.99692774,-5.3068767,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,771,NORMAL/NORMAL-2082689-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-2082689-1.jpeg,3,NORMAL,3,NORMAL,0.00013009776012040675,0.0003148500109091401,0.007513704709708691,0.992041289806366,-4.729726791381836,-3.8459174633026123,-0.6735298037528992,4.209506511688232,0.9920413,0.048379466,0.034898408,0.9845276,-4.217497,True,True,True,False
resnet_baseline,1,42,46,best,01_resnet_baseline_seed42_epoch46_best_20260114_001728.pth,True,772,NORMAL/NORMAL-2095710-1.jpeg,D:\Keel\Project MSc - CSC-40098\3 - Experiments\Notebooks\Model_Training\Data_Kermany_OCT2017\test\NORMAL\NORMAL-2095710-1.jpeg,3,NORMAL,3,NORMAL,1.5560659960556222e-07,4.2771171138156205e-06,7.097832713043317e-05,0.9999245405197144,-8.301447868347168,-4.9877448081970215,-2.1786491870880127,7.374411106109619,0.99992454,0.0008088362,0.000583452,0.99985355,-7.3744864,True,True,True,False
